alignment position,genomic position,edited or not,positional entropy,average score difference
371,342,0,1.00,0
372,343,0,1.00,0
373,344,0,1.00,0
374,345,0,1.00,0
375,346,0,1.00,0
376,347,0,1.00,0
377,348,0,0.76,0
378,349,0,1.00,0
379,350,0,0.95,0
380,351,0,1.00,0
381,352,0,0.85,0
382,353,0,1.00,0
383,354,0,1.00,0
384,355,0,1.00,0
385,356,0,1.00,0
386,357,0,1.00,0
387,358,0,1.00,0
388,359,0,0.95,0
389,360,0,0.87,0
390,361,0,0.73,0
391,362,0,1.00,0
392,363,0,0.95,0
393,364,0,1.00,0
394,365,0,1.00,0
395,366,0,1.00,0
396,367,0,1.00,0
397,368,0,1.00,0
398,369,0,1.00,0
399,370,0,1.00,0
400,371,0,1.00,0
401,372,0,1.00,0
402,373,0,1.00,0
