alignment position,genomic position,edited or not,positional entropy,average score difference
217,184,0,0.92,0
218,185,0,0.82,0
219,186,0,0.82,0
220,187,1,0.97,-1.93
221,188,1,0.92,-0.13
222,189,0,0.97,0
223,190,0,0.92,0
224,191,1,0.97,4.83
225,192,0,0.97,0
226,193,0,0.95,0
227,194,0,0.90,0
228,195,0,0.74,0
229,196,0,1.00,0
230,197,0,1.00,0
231,198,1,0.84,4.80
232,199,1,0.95,5.77
233,200,0,0.74,0
234,201,0,1.00,0
237,202,0,1.00,0
238,203,1,0.87,0.93
239,204,0,0.95,0
240,205,0,1.00,0
241,206,0,0.75,0
242,207,0,0.92,0
243,208,0,1.00,0
244,209,0,0.87,0
245,210,1,0.82,0.53
246,211,0,0.95,0
247,212,0,0.84,0
248,213,0,1.00,0
249,214,1,0.92,-0.97
250,215,0,0.97,0
252,216,0,0.74,0
253,217,1,0.86,2.90
254,218,1,0.97,3.87
255,219,0,0.97,0
256,220,0,0.58,0
261,221,0,0.74,0
262,222,0,0.97,0
263,223,0,0.97,0
264,224,0,0.71,0
265,225,1,0.46,3.70
266,226,1,0.71,2.13
267,227,0,0.60,0
268,228,1,1.00,10.00
269,229,0,0.90,0
270,230,1,0.95,7.67
271,231,0,0.53,0
272,232,0,0.95,0
273,233,0,1.00,0
274,234,0,0.46,0
275,235,1,0.95,7.63
276,236,0,0.84,0
277,237,0,0.85,0
278,238,0,0.50,0
293,239,0,0.97,0
294,240,1,0.71,3.53
299,241,0,0.97,0
300,242,1,0.42,2.03
301,243,1,0.52,-0.97
302,244,0,0.97,0
303,245,1,0.79,-3.03
304,246,0,0.48,0
305,247,0,0.79,0
323,248,0,0.95,0
324,249,0,1.00,0
325,250,0,1.00,0
326,251,0,0.92,0
327,252,0,0.87,0
328,253,0,1.00,0
329,254,0,1.00,0
330,255,0,0.95,0
331,256,0,0.85,0
332,257,0,0.95,0
333,258,0,0.90,0
334,259,0,0.83,0
335,260,1,0.92,1.00
336,261,0,0.85,0
337,262,0,0.83,0
338,263,0,0.95,0
339,264,1,0.95,-0.07
340,265,1,0.87,4.33
341,266,0,1.00,0
342,267,0,0.71,0
343,268,0,1.00,0
344,269,0,1.00,0
345,270,0,1.00,0
346,271,0,0.92,0
347,272,0,0.95,0
348,273,1,1.00,3.00
349,274,0,0.95,0
350,275,0,0.85,0
351,276,0,0.76,0
352,277,0,0.68,0
353,278,0,0.90,0
354,279,1,0.84,0.93
355,280,0,0.60,0
356,281,0,0.95,0
357,282,0,0.95,0
358,283,0,0.95,0
359,284,0,0.90,0
360,285,0,0.95,0
361,286,0,0.92,0
363,288,0,0.95,0
364,289,0,0.95,0
365,290,1,0.73,-0.47
366,291,0,0.70,0
367,292,0,0.81,0
368,293,0,0.95,0
369,294,0,0.95,0
370,295,1,0.69,-0.23
371,296,0,0.66,0
372,297,0,0.92,0
373,298,0,0.64,0
374,299,0,0.89,0
388,304,0,0.97,0
389,305,0,0.97,0
390,306,1,0.50,-1.70
391,307,0,0.97,0
392,308,1,0.86,-1.93
393,309,0,0.78,0
394,310,0,0.68,0
395,311,0,0.97,0
396,312,1,0.74,0.70
397,313,0,0.80,0
398,314,1,0.77,1.07
399,315,0,1.00,0
400,316,0,0.87,0
401,317,0,1.00,0
402,318,0,0.65,0
403,319,0,0.95,0
404,320,0,1.00,0
405,321,0,0.90,0
406,322,0,0.90,0
407,323,0,0.95,0
408,324,0,1.00,0
409,325,0,0.95,0
410,326,0,0.67,0
411,327,0,0.82,0
412,328,0,0.95,0
413,329,1,0.87,0.93
414,330,0,0.64,0
415,331,0,0.95,0
416,332,0,1.00,0
417,333,0,1.00,0
418,334,0,0.73,0
419,335,0,1.00,0
420,336,0,1.00,0
421,337,1,0.95,9.73
422,338,1,0.90,-2.00
423,339,0,1.00,0
424,340,0,0.80,0
425,341,0,0.65,0
426,342,1,0.84,0.10
427,343,0,0.67,0
428,344,0,0.95,0
429,345,0,0.87,0
430,346,0,0.87,0
431,347,0,0.61,0
432,348,0,0.78,0
433,349,0,0.58,0
434,350,0,0.95,0
435,351,0,0.75,0
436,352,0,0.70,0
437,353,0,1.00,0
438,354,0,0.82,0
439,355,0,0.84,0
440,356,0,0.92,0
441,357,0,1.00,0
442,358,0,1.00,0
443,359,0,0.90,0
444,360,0,1.00,0
445,361,0,1.00,0
446,362,0,1.00,0
447,363,0,1.00,0
448,364,0,1.00,0
449,365,0,0.95,0
450,366,0,0.95,0
451,367,0,0.95,0
452,368,0,0.87,0
453,369,0,0.90,0
454,370,1,0.72,-1.40
455,371,1,1.00,8.00
456,372,1,0.95,-0.77
457,373,0,1.00,0
458,374,1,0.95,3.87
459,375,0,1.00,0
460,376,1,1.00,2.00
461,377,0,0.95,0
462,378,0,1.00,0
463,379,0,1.00,0
464,380,0,0.89,0
465,381,0,0.81,0
466,382,0,0.95,0
467,383,0,1.00,0
468,384,0,0.95,0
469,385,0,0.82,0
470,386,1,0.87,2.03
471,387,1,0.82,1.63
472,388,0,0.50,0
473,389,1,0.97,0.97
478,392,1,0.68,2.03
479,393,1,0.62,2.33
480,394,0,0.95,0
481,395,0,0.95,0
482,396,0,0.95,0
483,397,0,0.90,0
484,398,1,0.95,4.93
485,399,0,0.80,0
486,400,0,0.95,0
487,401,0,0.62,0
488,402,0,0.95,0
489,403,0,1.00,0
490,404,0,0.95,0
491,405,0,0.92,0
492,406,0,0.87,0
493,407,1,1.00,1.00
494,408,0,1.00,0
495,409,0,0.95,0
496,410,0,1.00,0
497,411,1,1.00,3.00
498,412,0,1.00,0
499,413,0,0.79,0
500,414,0,0.87,0
501,415,0,1.00,0
502,416,0,1.00,0
503,417,0,1.00,0
504,418,0,1.00,0
505,419,0,1.00,0
506,420,0,1.00,0
507,421,1,0.95,4.70
508,422,0,0.95,0
509,423,0,1.00,0
510,424,0,0.82,0
511,425,0,1.00,0
512,426,0,0.73,0
513,427,0,1.00,0
514,428,0,1.00,0
515,429,0,1.00,0
516,430,0,0.73,0
517,431,0,0.69,0
518,432,0,0.62,0
519,433,0,1.00,0
520,434,0,1.00,0
521,435,0,1.00,0
522,436,0,0.63,0
523,437,1,0.95,9.67
524,438,1,0.95,6.90
525,439,0,1.00,0
526,440,0,1.00,0
527,441,0,1.00,0
528,442,0,0.95,0
529,443,0,0.64,0
530,444,0,1.00,0
531,445,0,1.00,0
532,446,0,0.73,0
533,447,0,1.00,0
534,448,1,1.00,4.00
535,449,0,0.85,0
536,450,1,0.67,-0.17
537,451,0,1.00,0
538,452,0,1.00,0
539,453,0,0.84,0
540,454,0,0.67,0
541,455,0,0.78,0
544,456,0,1.00,0
545,457,0,0.95,0
546,458,1,0.66,-2.50
547,459,0,0.64,0
548,460,0,1.00,0
549,461,0,0.79,0
550,462,0,0.92,0
581,464,0,0.97,0
582,465,0,0.71,0
583,466,0,0.59,0
584,467,0,0.87,0
585,468,0,0.85,0
586,469,0,0.95,0
587,470,0,0.66,0
588,471,0,0.49,0
589,472,0,0.63,0
590,473,0,0.92,0
591,474,0,0.80,0
592,475,0,0.90,0
593,476,0,1.00,0
594,477,1,1.00,2.00
595,478,1,0.59,-2.30
597,479,0,1.00,0
598,480,0,0.95,0
599,481,1,0.95,-7.67
600,482,0,1.00,0
601,483,0,1.00,0
602,484,0,1.00,0
603,485,0,1.00,0
604,486,1,0.89,-4.00
605,487,0,1.00,0
606,488,0,1.00,0
607,489,0,1.00,0
608,490,0,1.00,0
609,491,0,1.00,0
610,492,0,1.00,0
611,493,0,0.87,0
612,494,0,1.00,0
613,495,0,1.00,0
614,496,0,0.89,0
615,497,0,1.00,0
616,498,0,0.79,0
617,499,0,1.00,0
618,500,0,0.95,0
619,501,0,1.00,0
620,502,0,0.92,0
621,503,0,1.00,0
622,504,0,1.00,0
623,505,0,1.00,0
624,506,0,1.00,0
625,507,0,1.00,0
626,508,0,0.95,0
627,509,1,0.95,7.87
628,510,0,1.00,0
629,511,0,1.00,0
630,512,0,0.95,0
631,513,0,1.00,0
632,514,0,0.95,0
633,515,0,1.00,0
634,516,0,1.00,0
635,517,0,1.00,0
636,518,0,0.90,0
637,519,0,0.90,0
638,520,1,1.00,4.00
639,521,0,1.00,0
640,522,0,0.95,0
641,523,0,0.90,0
642,524,0,1.00,0
643,525,0,0.95,0
644,526,0,1.00,0
645,527,0,1.00,0
646,528,0,1.00,0
647,529,0,1.00,0
648,530,0,1.00,0
649,531,0,1.00,0
650,532,0,1.00,0
651,533,0,1.00,0
652,534,0,1.00,0
653,535,0,1.00,0
654,536,0,1.00,0
655,537,0,1.00,0
656,538,0,1.00,0
657,539,0,0.90,0
658,540,0,0.95,0
659,541,0,1.00,0
660,542,0,0.95,0
661,543,0,1.00,0
662,544,0,1.00,0
663,545,0,1.00,0
664,546,0,0.81,0
665,547,0,0.70,0
666,548,0,1.00,0
667,549,0,1.00,0
668,550,0,0.90,0
669,551,0,0.95,0
670,552,0,1.00,0
671,553,0,1.00,0
672,554,0,0.87,0
673,555,0,0.85,0
674,556,0,1.00,0
675,557,0,0.78,0
676,558,0,0.95,0
677,559,0,0.95,0
678,560,0,1.00,0
679,561,0,0.92,0
680,562,0,1.00,0
681,563,0,1.00,0
682,564,0,1.00,0
683,565,0,0.95,0
684,566,0,0.56,0
685,567,0,0.79,0
686,568,0,0.69,0
688,569,0,0.81,0
689,570,1,0.95,2.03
690,571,1,0.90,4.53
691,572,1,0.48,1.73
692,573,1,0.55,2.07
693,574,1,0.78,0.93
694,575,0,0.95,0
695,576,0,0.82,0
696,577,0,1.00,0
697,578,0,0.95,0
698,579,0,1.00,0
699,580,0,0.74,0
700,581,0,0.95,0
701,582,0,0.77,0
702,583,0,0.95,0
703,584,0,1.00,0
704,585,0,1.00,0
705,586,0,0.87,0
706,587,0,1.00,0
707,588,0,1.00,0
708,589,0,1.00,0
709,590,0,1.00,0
710,591,0,1.00,0
711,592,0,0.95,0
712,593,0,1.00,0
713,594,0,0.95,0
714,595,0,0.89,0
715,596,1,0.76,2.00
716,597,0,1.00,0
717,598,0,0.95,0
718,599,1,0.95,-0.97
719,600,0,1.00,0
720,601,0,1.00,0
721,602,1,0.95,-4.67
722,603,0,0.84,0
723,604,0,0.60,0
724,605,0,1.00,0
725,606,0,0.84,0
726,607,0,1.00,0
727,608,0,0.63,0
728,609,0,0.82,0
729,610,0,0.81,0
730,611,0,1.00,0
731,612,0,1.00,0
732,613,1,0.85,3.33
733,614,0,1.00,0
734,615,0,0.85,0
735,616,0,1.00,0
736,617,0,1.00,0
737,618,0,0.92,0
738,619,0,0.89,0
739,620,0,1.00,0
740,621,0,1.00,0
741,622,0,0.73,0
742,623,0,0.92,0
743,624,0,1.00,0
744,625,0,1.00,0
745,626,0,1.00,0
746,627,0,1.00,0
747,628,0,1.00,0
748,629,0,1.00,0
749,630,0,1.00,0
750,631,0,1.00,0
751,632,0,1.00,0
752,633,0,1.00,0
753,634,0,1.00,0
754,635,0,1.00,0
755,636,0,1.00,0
756,637,0,1.00,0
757,638,0,1.00,0
758,639,0,1.00,0
759,640,0,1.00,0
760,641,0,1.00,0
761,642,0,0.95,0
762,643,1,1.00,-6.00
763,644,0,0.87,0
764,645,0,0.71,0
765,646,0,0.95,0
766,647,0,0.95,0
767,648,0,1.00,0
768,649,0,0.95,0
769,650,0,0.92,0
770,651,0,0.95,0
771,652,1,1.00,8.00
772,653,0,0.80,0
773,654,0,0.95,0
774,655,0,1.00,0
775,656,0,0.85,0
776,657,0,0.78,0
778,658,0,1.00,0
779,659,0,0.69,0
780,660,0,0.95,0
781,661,1,0.95,-2.00
785,665,0,1.00,0
786,666,0,0.95,0
787,667,0,1.00,0
788,668,0,0.95,0
789,669,0,1.00,0
790,670,0,0.95,0
791,671,1,1.00,1.00
792,672,0,1.00,0
793,673,0,1.00,0
794,674,0,1.00,0
795,675,0,0.95,0
796,676,0,0.95,0
797,677,0,1.00,0
798,678,0,1.00,0
799,679,0,0.60,0
800,680,0,1.00,0
801,681,0,0.95,0
802,682,0,0.58,0
803,683,0,0.84,0
804,684,0,1.00,0
805,685,0,0.85,0
806,686,0,0.87,0
807,687,1,0.70,0.53
808,688,0,1.00,0
809,689,0,0.89,0
810,690,0,0.95,0
811,691,0,0.85,0
812,692,0,1.00,0
813,693,0,0.87,0
814,694,0,0.90,0
815,695,0,0.95,0
816,696,0,0.95,0
817,697,0,1.00,0
818,698,1,0.51,2.10
