alignment position,genomic position,edited or not,positional entropy,average score difference
346,201,0,0.85,0
347,202,1,0.76,0.40
348,203,0,0.68,0
349,204,1,0.90,7.43
350,205,1,0.84,-0.93
351,206,1,0.60,0.03
352,207,1,0.95,-0.80
353,208,0,0.95,0
354,209,0,0.95,0
355,210,0,0.90,0
356,211,0,0.95,0
357,212,0,0.92,0
359,214,0,0.95,0
360,215,0,0.95,0
361,216,0,0.73,0
362,217,0,0.70,0
363,218,0,0.81,0
364,219,0,0.95,0
365,220,0,0.95,0
366,221,0,0.69,0
367,222,0,0.66,0
368,223,0,0.92,0
369,224,0,0.64,0
370,225,1,0.89,-2.70
371,226,0,0.97,0
385,227,0,0.97,0
386,228,0,0.50,0
387,229,0,0.97,0
388,230,0,0.86,0
389,231,0,0.78,0
390,232,0,0.68,0
391,233,1,0.97,0.97
392,234,0,0.74,0
393,235,0,0.80,0
394,236,0,0.77,0
395,237,0,1.00,0
396,238,0,0.87,0
397,239,0,1.00,0
398,240,0,0.65,0
399,241,0,0.95,0
400,242,0,1.00,0
401,243,0,0.90,0
402,244,0,0.90,0
403,245,1,0.95,0.97
404,246,0,1.00,0
405,247,0,0.95,0
406,248,1,0.67,-3.07
407,249,0,0.82,0
408,250,1,0.95,1.93
409,251,1,0.87,2.87
410,252,0,0.64,0
411,253,0,0.95,0
412,254,0,1.00,0
413,255,1,1.00,3.00
414,256,0,0.73,0
415,257,0,1.00,0
416,258,0,1.00,0
417,259,0,0.95,0
418,260,0,0.90,0
419,261,0,1.00,0
420,262,0,0.80,0
421,263,0,0.65,0
422,264,0,0.84,0
423,265,0,0.67,0
424,266,0,0.95,0
425,267,0,0.87,0
426,268,0,0.87,0
427,269,0,0.61,0
428,270,0,0.78,0
429,271,0,0.58,0
430,272,0,0.95,0
431,273,1,0.75,4.23
432,274,1,0.70,0.93
433,275,1,1.00,3.00
434,276,0,0.82,0
435,277,0,0.84,0
436,278,0,0.92,0
437,279,0,1.00,0
438,280,0,1.00,0
439,281,0,0.90,0
440,282,0,1.00,0
441,283,0,1.00,0
442,284,0,1.00,0
443,285,0,1.00,0
444,286,0,1.00,0
445,287,1,0.95,3.93
446,288,0,0.95,0
447,289,1,0.95,-5.67
448,290,0,0.87,0
449,291,0,0.90,0
450,292,0,0.72,0
451,293,0,1.00,0
452,294,0,0.95,0
453,295,0,1.00,0
454,296,0,0.95,0
455,297,0,1.00,0
456,298,1,1.00,2.00
457,299,0,0.95,0
458,300,0,1.00,0
459,301,1,1.00,0.00
460,302,0,0.89,0
461,303,0,0.81,0
462,304,0,0.95,0
463,305,0,1.00,0
464,306,0,0.95,0
465,307,0,0.82,0
466,308,0,0.87,0
467,309,0,0.82,0
468,310,0,0.50,0
469,311,0,0.97,0
474,314,0,0.68,0
475,315,0,0.62,0
476,316,0,0.95,0
477,317,0,0.95,0
478,318,0,0.95,0
479,319,1,0.90,1.00
480,320,0,0.95,0
481,321,0,0.80,0
482,322,0,0.95,0
483,323,1,0.62,0.20
484,324,0,0.95,0
485,325,0,1.00,0
486,326,0,0.95,0
487,327,0,0.92,0
488,328,0,0.87,0
489,329,0,1.00,0
490,330,0,1.00,0
491,331,0,0.95,0
492,332,0,1.00,0
493,333,0,1.00,0
494,334,0,1.00,0
495,335,0,0.79,0
496,336,0,0.87,0
497,337,0,1.00,0
498,338,0,1.00,0
499,339,0,1.00,0
500,340,0,1.00,0
501,341,0,1.00,0
502,342,0,1.00,0
503,343,0,0.95,0
504,344,0,0.95,0
505,345,0,1.00,0
506,346,1,0.82,0.93
507,347,0,1.00,0
508,348,0,0.73,0
509,349,0,1.00,0
510,350,0,1.00,0
511,351,0,1.00,0
512,352,0,0.73,0
513,353,0,0.69,0
514,354,1,0.62,-1.20
515,355,0,1.00,0
516,356,0,1.00,0
517,357,1,1.00,6.00
518,358,0,0.63,0
519,359,0,0.95,0
520,360,0,0.95,0
521,361,0,1.00,0
522,362,0,1.00,0
523,363,0,1.00,0
524,364,0,0.95,0
525,365,0,0.64,0
526,366,0,1.00,0
527,367,1,1.00,8.00
528,368,1,0.73,1.70
529,369,0,1.00,0
530,370,0,1.00,0
531,371,0,0.85,0
532,372,0,0.67,0
533,373,0,1.00,0
534,374,0,1.00,0
535,375,0,0.84,0
536,376,0,0.67,0
537,377,0,0.78,0
540,378,0,1.00,0
541,379,0,0.95,0
542,380,0,0.66,0
543,381,0,0.64,0
544,382,0,1.00,0
545,383,0,0.79,0
563,384,1,0.87,3.53
564,385,1,0.67,0.67
565,386,0,0.50,0
566,387,0,0.40,0
567,388,1,0.70,-0.67
582,389,0,0.59,0
583,390,0,0.84,0
584,391,0,0.84,0
585,392,0,0.97,0
586,393,1,0.63,-0.70
587,394,0,0.49,0
588,395,0,0.64,0
589,396,1,0.92,-0.97
590,397,0,0.82,0
591,398,0,0.90,0
592,399,0,1.00,0
593,400,1,1.00,2.00
594,401,0,0.59,0
595,402,0,1.00,0
597,403,1,0.95,5.67
598,404,0,0.95,0
599,405,0,1.00,0
600,406,0,1.00,0
601,407,0,1.00,0
602,408,0,1.00,0
603,409,0,0.89,0
604,410,0,1.00,0
605,411,0,1.00,0
606,412,0,1.00,0
607,413,0,1.00,0
608,414,0,1.00,0
609,415,0,1.00,0
610,416,0,0.87,0
611,417,0,1.00,0
612,418,0,1.00,0
613,419,1,0.89,1.00
614,420,0,1.00,0
615,421,0,0.79,0
616,422,0,1.00,0
617,423,0,0.95,0
618,424,0,1.00,0
619,425,0,0.92,0
620,426,0,1.00,0
621,427,0,1.00,0
622,428,0,1.00,0
623,429,0,1.00,0
624,430,0,1.00,0
625,431,0,0.95,0
626,432,0,0.95,0
627,433,0,1.00,0
628,434,0,1.00,0
629,435,0,0.95,0
630,436,0,1.00,0
631,437,0,0.95,0
632,438,0,1.00,0
633,439,0,1.00,0
634,440,0,1.00,0
635,441,0,0.90,0
636,442,0,0.90,0
637,443,0,1.00,0
638,444,0,1.00,0
639,445,0,0.95,0
640,446,0,0.90,0
641,447,0,1.00,0
642,448,0,0.95,0
643,449,0,1.00,0
644,450,0,1.00,0
645,451,0,1.00,0
646,452,0,1.00,0
647,453,0,1.00,0
648,454,0,1.00,0
649,455,0,1.00,0
650,456,0,1.00,0
651,457,0,1.00,0
652,458,0,1.00,0
653,459,0,1.00,0
654,460,0,1.00,0
655,461,0,1.00,0
656,462,0,0.90,0
657,463,0,0.95,0
658,464,0,1.00,0
659,465,0,0.95,0
660,466,0,1.00,0
661,467,0,1.00,0
662,468,0,1.00,0
663,469,0,0.81,0
664,470,0,0.70,0
665,471,0,1.00,0
666,472,0,1.00,0
667,473,0,0.90,0
668,474,0,0.95,0
669,475,0,1.00,0
670,476,0,1.00,0
671,477,0,0.87,0
672,478,0,0.85,0
673,479,0,1.00,0
674,480,0,0.78,0
675,481,1,0.95,3.93
676,482,0,0.95,0
677,483,0,1.00,0
678,484,0,0.92,0
679,485,0,1.00,0
680,486,0,1.00,0
681,487,0,1.00,0
682,488,1,0.95,-5.73
683,489,0,0.56,0
684,490,1,0.79,-3.83
690,491,0,0.48,0
691,492,0,0.55,0
692,493,0,0.78,0
693,494,0,0.95,0
694,495,0,0.82,0
695,496,0,1.00,0
696,497,0,0.95,0
697,498,0,1.00,0
698,499,0,0.74,0
699,500,0,0.95,0
700,501,0,0.77,0
701,502,0,0.95,0
702,503,0,1.00,0
703,504,0,1.00,0
704,505,0,0.87,0
705,506,0,1.00,0
706,507,0,1.00,0
707,508,0,1.00,0
708,509,0,1.00,0
709,510,0,1.00,0
710,511,0,0.95,0
711,512,0,1.00,0
712,513,0,0.95,0
713,514,1,0.89,0.40
714,515,0,0.76,0
715,516,0,1.00,0
716,517,0,0.95,0
717,518,1,0.95,-0.97
718,519,0,1.00,0
719,520,0,1.00,0
720,521,0,0.95,0
721,522,1,0.84,0.40
722,523,0,0.60,0
723,524,0,1.00,0
724,525,1,0.84,0.00
725,526,0,1.00,0
726,527,0,0.63,0
727,528,0,0.82,0
728,529,0,0.81,0
729,530,0,1.00,0
730,531,0,1.00,0
731,532,0,0.85,0
732,533,0,1.00,0
733,534,0,0.85,0
734,535,0,1.00,0
735,536,0,1.00,0
736,537,0,0.92,0
737,538,0,0.89,0
738,539,0,1.00,0
739,540,0,1.00,0
740,541,0,0.73,0
741,542,0,0.92,0
742,543,0,1.00,0
743,544,1,1.00,4.00
744,545,0,1.00,0
745,546,0,1.00,0
746,547,0,1.00,0
747,548,0,1.00,0
748,549,0,1.00,0
749,550,0,1.00,0
750,551,0,1.00,0
751,552,0,1.00,0
752,553,0,1.00,0
753,554,0,1.00,0
754,555,0,1.00,0
755,556,0,1.00,0
756,557,0,1.00,0
757,558,0,1.00,0
758,559,0,1.00,0
759,560,0,1.00,0
760,561,0,0.95,0
761,562,0,1.00,0
762,563,0,0.87,0
763,564,0,0.71,0
764,565,0,0.95,0
765,566,1,0.95,4.77
766,567,0,1.00,0
767,568,0,0.95,0
768,569,0,0.92,0
769,570,0,0.95,0
770,571,0,1.00,0
771,572,0,0.80,0
772,573,0,0.95,0
773,574,0,1.00,0
774,575,1,0.85,-0.83
775,576,0,0.78,0
777,577,0,1.00,0
778,578,0,0.69,0
779,579,0,0.95,0
780,580,1,0.95,-1.20
784,584,0,1.00,0
785,585,0,0.95,0
786,586,0,1.00,0
787,587,0,0.95,0
788,588,0,1.00,0
789,589,0,0.95,0
790,590,0,1.00,0
791,591,0,1.00,0
792,592,0,1.00,0
793,593,0,1.00,0
794,594,0,0.95,0
795,595,1,0.95,0.93
796,596,0,1.00,0
797,597,0,1.00,0
798,598,0,0.60,0
799,599,0,1.00,0
800,600,0,0.95,0
801,601,0,0.58,0
802,602,1,0.84,0.27
803,603,0,1.00,0
804,604,0,0.85,0
805,605,0,0.87,0
806,606,0,0.70,0
807,607,0,1.00,0
808,608,0,0.89,0
809,609,0,0.95,0
810,610,0,0.85,0
811,611,0,1.00,0
812,612,0,0.87,0
813,613,0,0.90,0
814,614,1,0.95,0.77
815,615,1,0.95,-0.13
816,616,0,1.00,0
817,617,0,0.51,0
