,alignment position,genomic position,edited or not,positional entropy,average score difference
Sm_atpA,85,59,0,0.95,0
Sm_atpA,86,60,0,1.00,0
Sm_atpA,87,61,0,0.70,0
Sm_atpA,88,62,0,0.95,0
Sm_atpA,89,63,0,0.95,0
Sm_atpA,90,64,0,0.84,0
Sm_atpA,91,65,0,0.90,0
Sm_atpA,92,66,0,0.51,0
Sm_atpA,93,67,0,0.82,0
Sm_atpA,94,68,0,0.54,0
Sm_atpA,95,69,0,0.29,0
Sm_atpA,96,70,0,0.90,0
Sm_atpA,97,71,1,0.72,-0.27
Sm_atpA,98,72,0,0.90,0
Sm_atpA,99,73,0,1.00,0
Sm_atpA,100,74,0,0.82,0
Sm_atpA,101,75,0,0.42,0
Sm_atpA,102,76,0,0.95,0
Sm_atpA,103,77,0,0.64,0
Sm_atpA,104,78,0,0.63,0
Sm_atpA,105,79,0,0.95,0
Sm_atpA,106,80,0,0.85,0
Sm_atpA,107,81,0,0.62,0
Sm_atpA,108,82,0,0.90,0
Sm_atpA,109,83,0,1.00,0
Sm_atpA,110,84,0,0.78,0
Sm_atpA,111,85,0,0.74,0
Sm_atpA,112,86,0,0.85,0
Sm_atpA,113,87,0,0.85,0
Sm_atpA,114,88,0,0.87,0
Sm_atpA,115,89,0,0.61,0
Sm_atpA,116,90,0,0.48,0
Sm_atpA,117,91,0,0.46,0
Sm_atpA,118,92,0,0.85,0
Sm_atpA,119,93,0,0.95,0
Sm_atpA,120,94,0,0.95,0
Sm_atpA,121,95,0,0.90,0
Sm_atpA,122,96,0,0.73,0
Sm_atpA,123,97,0,0.69,0
Sm_atpA,124,98,0,0.62,0
Sm_atpA,125,99,0,0.95,0
Sm_atpA,126,100,0,0.73,0
Sm_atpA,127,101,0,0.34,0
Sm_atpA,128,102,0,0.79,0
Sm_atpA,129,103,0,0.90,0
Sm_atpA,130,104,0,0.95,0
Sm_atpA,131,105,0,0.80,0
Sm_atpA,132,106,0,0.80,0
Sm_atpA,133,107,0,0.90,0
Sm_atpA,134,108,0,0.37,0
Sm_atpA,135,109,0,0.57,0
Sm_atpA,136,110,1,0.24,-0.17
Sm_atpA,137,111,1,0.45,0.27
Sm_atpA,138,112,0,0.38,0
Sm_atpA,139,113,1,0.46,-0.80
Sm_atpA,140,114,0,0.61,0
Sm_atpA,148,115,0,0.95,0
Sm_atpA,149,116,0,0.82,0
Sm_atpA,150,117,0,0.73,0
Sm_atpA,151,118,0,1.00,0
Sm_atpA,152,119,0,0.73,0
Sm_atpA,153,120,0,0.45,0
Sm_atpA,154,121,0,0.95,0
Sm_atpA,155,122,0,1.00,0
Sm_atpA,156,123,0,0.95,0
Sm_atpA,157,124,0,1.00,0
Sm_atpA,158,125,0,0.85,0
Sm_atpA,159,126,0,0.52,0
Sm_atpA,160,127,0,1.00,0
Sm_atpA,161,128,0,0.66,0
Sm_atpA,162,129,0,1.00,0
Sm_atpA,163,130,0,1.00,0
Sm_atpA,164,131,0,0.80,0
Sm_atpA,165,132,0,0.95,0
Sm_atpA,166,133,0,1.00,0
Sm_atpA,167,134,0,0.67,0
Sm_atpA,168,135,0,0.92,0
Sm_atpA,169,136,0,1.00,0
Sm_atpA,170,137,0,1.00,0
Sm_atpA,171,138,0,0.82,0
Sm_atpA,172,139,0,0.74,0
Sm_atpA,173,140,0,0.85,0
Sm_atpA,174,141,0,0.95,0
Sm_atpA,175,142,0,1.00,0
Sm_atpA,176,143,0,0.77,0
Sm_atpA,177,144,0,0.95,0
Sm_atpA,178,145,0,1.00,0
Sm_atpA,179,146,0,1.00,0
Sm_atpA,180,147,0,0.92,0
Sm_atpA,181,148,0,1.00,0
Sm_atpA,182,149,0,1.00,0
Sm_atpA,183,150,0,1.00,0
Sm_atpA,184,151,0,0.95,0
Sm_atpA,185,152,0,1.00,0
Sm_atpA,186,153,0,1.00,0
Sm_atpA,187,154,0,1.00,0
Sm_atpA,188,155,0,1.00,0
Sm_atpA,189,156,0,1.00,0
Sm_atpA,190,157,0,1.00,0
Sm_atpA,191,158,0,1.00,0
Sm_atpA,192,159,0,1.00,0
Sm_atpA,193,160,0,1.00,0
Sm_atpA,194,161,0,1.00,0
Sm_atpA,195,162,0,1.00,0
Sm_atpA,196,163,0,1.00,0
Sm_atpA,197,164,0,0.89,0
Sm_atpA,198,165,0,0.77,0
Sm_atpA,199,166,0,0.77,0
Sm_atpA,200,167,0,0.95,0
Sm_atpA,201,168,1,0.60,-1.07
Sm_atpA,202,169,0,1.00,0
Sm_atpA,203,170,0,0.95,0
Sm_atpA,204,171,0,1.00,0
Sm_atpA,205,172,0,0.80,0
Sm_atpA,206,173,0,1.00,0
Sm_atpA,207,174,0,0.95,0
Sm_atpA,208,175,0,0.82,0
Sm_atpA,209,176,0,0.58,0
Sm_atpA,210,177,0,0.66,0
Sm_atpA,211,178,1,0.70,-0.90
Sm_atpA,212,179,1,0.95,0.97
Sm_atpA,213,180,0,0.73,0
Sm_atpA,214,181,0,0.95,0
Sm_atpA,215,182,0,0.92,0
Sm_atpA,216,183,0,1.00,0
Sm_atpA,217,184,0,0.87,0
Sm_atpA,218,185,0,0.84,0
Sm_atpA,219,186,0,0.87,0
Sm_atpA,220,187,0,1.00,0
Sm_atpA,221,188,0,1.00,0
Sm_atpA,222,189,0,0.92,0
Sm_atpA,223,190,0,1.00,0
Sm_atpA,224,191,0,0.84,0
Sm_atpA,225,192,0,0.80,0
Sm_atpA,226,193,1,0.92,-3.13
Sm_atpA,227,194,0,0.90,0
Sm_atpA,228,195,0,0.67,0
Sm_atpA,229,196,0,0.69,0
Sm_atpA,230,197,0,0.85,0
Sm_atpA,231,198,0,0.51,0
Sm_atpA,232,199,0,0.40,0
Sm_atpA,233,200,0,0.95,0
Sm_atpA,234,201,0,0.47,0
Sm_atpA,235,202,0,0.78,0
Sm_atpA,236,203,0,0.68,0
Sm_atpA,237,204,0,0.71,0
Sm_atpA,238,205,0,0.95,0
Sm_atpA,239,206,0,0.73,0
Sm_atpA,240,207,0,0.43,0
Sm_atpA,241,208,0,0.90,0
Sm_atpA,242,209,1,0.95,-1.10
Sm_atpA,243,210,0,0.72,0
Sm_atpA,244,211,0,0.85,0
Sm_atpA,245,212,0,0.95,0
Sm_atpA,246,213,1,0.67,0.40
Sm_atpA,247,214,0,0.84,0
Sm_atpA,248,215,0,0.68,0
Sm_atpA,249,216,0,1.00,0
Sm_atpA,250,217,0,0.77,0
Sm_atpA,251,218,0,0.53,0
Sm_atpA,252,219,0,0.79,0
Sm_atpA,253,220,0,1.00,0
Sm_atpA,254,221,0,0.78,0
Sm_atpA,255,222,1,0.92,1.93
Sm_atpA,256,223,0,1.00,0
Sm_atpA,257,224,0,1.00,0
Sm_atpA,258,225,0,0.82,0
Sm_atpA,259,226,0,0.92,0
Sm_atpA,260,227,0,0.95,0
Sm_atpA,261,228,0,1.00,0
Sm_atpA,262,229,0,0.77,0
Sm_atpA,263,230,0,0.95,0
Sm_atpA,264,231,0,0.95,0
Sm_atpA,265,232,0,0.77,0
Sm_atpA,266,233,0,0.75,0
Sm_atpA,267,234,0,1.00,0
Sm_atpA,268,235,0,1.00,0
Sm_atpA,269,236,0,0.79,0
Sm_atpA,270,237,0,0.95,0
Sm_atpA,271,238,1,1.00,4.00
Sm_atpA,272,239,0,1.00,0
Sm_atpA,273,240,0,0.46,0
Sm_atpA,274,241,0,0.87,0
Sm_atpA,275,242,0,0.62,0
Sm_atpA,277,244,0,0.71,0
Sm_atpA,278,245,0,0.95,0
Sm_atpA,279,246,0,0.90,0
Sm_atpA,280,247,0,0.67,0
Sm_atpA,281,248,0,0.76,0
Sm_atpA,282,249,0,1.00,0
Sm_atpA,283,250,0,1.00,0
Sm_atpA,284,251,0,1.00,0
Sm_atpA,285,252,0,1.00,0
Sm_atpA,286,253,0,0.73,0
Sm_atpA,287,254,0,1.00,0
Sm_atpA,288,255,0,1.00,0
Sm_atpA,289,256,0,1.00,0
Sm_atpA,290,257,0,0.67,0
Sm_atpA,291,258,0,1.00,0
Sm_atpA,292,259,0,1.00,0
Sm_atpA,293,260,0,1.00,0
Sm_atpA,294,261,0,0.87,0
Sm_atpA,295,262,0,0.92,0
Sm_atpA,296,263,0,1.00,0
Sm_atpA,297,264,0,1.00,0
Sm_atpA,298,265,0,0.95,0
Sm_atpA,299,266,0,1.00,0
Sm_atpA,300,267,0,0.92,0
Sm_atpA,301,268,0,1.00,0
Sm_atpA,302,269,0,1.00,0
Sm_atpA,303,270,0,1.00,0
Sm_atpA,304,271,0,1.00,0
Sm_atpA,305,272,0,1.00,0
Sm_atpA,306,273,0,1.00,0
Sm_atpA,307,274,0,1.00,0
Sm_atpA,308,275,0,0.89,0
Sm_atpA,309,276,0,0.95,0
Sm_atpA,310,277,0,1.00,0
Sm_atpA,311,278,0,1.00,0
Sm_atpA,312,279,0,0.95,0
Sm_atpA,313,280,0,1.00,0
Sm_atpA,314,281,0,1.00,0
Sm_atpA,315,282,0,0.95,0
Sm_atpA,316,283,0,1.00,0
Sm_atpA,317,284,0,1.00,0
Sm_atpA,318,285,0,1.00,0
Sm_atpA,319,286,0,1.00,0
Sm_atpA,320,287,0,1.00,0
Sm_atpA,321,288,0,1.00,0
Sm_atpA,322,289,0,1.00,0
Sm_atpA,323,290,0,0.95,0
Sm_atpA,324,291,0,1.00,0
Sm_atpA,325,292,0,1.00,0
Sm_atpA,356,293,1,0.95,0.93
Sm_atpA,357,294,0,1.00,0
Sm_atpA,358,295,0,1.00,0
Sm_atpA,359,296,0,1.00,0
Sm_atpA,360,297,0,1.00,0
Sm_atpA,361,298,0,1.00,0
Sm_atpA,362,299,0,1.00,0
Sm_atpA,363,300,0,1.00,0
Sm_atpA,364,301,0,0.90,0
Sm_atpA,365,302,0,1.00,0
Sm_atpA,366,303,0,1.00,0
Sm_atpA,367,304,0,0.95,0
Sm_atpA,368,305,0,0.52,0
Sm_atpA,369,306,0,0.95,0
Sm_atpA,370,307,0,1.00,0
Sm_atpA,371,308,0,1.00,0
Sm_atpA,372,309,0,1.00,0
Sm_atpA,373,310,0,0.74,0
Sm_atpA,374,311,0,1.00,0
Sm_atpA,375,312,0,0.80,0
Sm_atpA,376,313,0,0.95,0
Sm_atpA,377,314,0,1.00,0
Sm_atpA,378,315,0,1.00,0
Sm_atpA,379,316,0,1.00,0
Sm_atpA,380,317,0,0.92,0
Sm_atpA,381,318,0,0.95,0
Sm_atpA,382,319,0,1.00,0
Sm_atpA,383,320,0,0.95,0
Sm_atpA,384,321,0,1.00,0
Sm_atpA,385,322,0,1.00,0
Sm_atpA,386,323,0,0.95,0
Sm_atpA,387,324,0,1.00,0
Sm_atpA,388,325,0,1.00,0
Sm_atpA,389,326,0,1.00,0
Sm_atpA,390,327,0,1.00,0
Sm_atpA,391,328,1,0.95,4.93
Sm_atpA,392,329,0,1.00,0
Sm_atpA,393,330,0,1.00,0
Sm_atpA,394,331,0,0.71,0
Sm_atpA,395,332,0,0.90,0
Sm_atpA,396,333,0,0.90,0
Sm_atpA,397,334,0,0.95,0
Sm_atpA,398,335,0,1.00,0
Sm_atpA,399,336,0,0.82,0
Sm_atpA,400,337,0,1.00,0
Sm_atpA,401,338,0,1.00,0
Sm_atpA,402,339,0,1.00,0
Sm_atpA,403,340,1,0.79,2.93
Sm_atpA,404,341,0,0.95,0
Sm_atpA,405,342,0,1.00,0
Sm_atpA,406,343,0,1.00,0
Sm_atpA,407,344,0,0.95,0
Sm_atpA,408,345,0,1.00,0
Sm_atpA,409,346,0,1.00,0
Sm_atpA,410,347,0,1.00,0
Sm_atpA,411,348,0,1.00,0
Sm_atpA,412,349,0,0.79,0
Sm_atpA,413,350,0,1.00,0
Sm_atpA,414,351,0,1.00,0
Sm_atpA,415,352,0,0.82,0
Sm_atpA,416,353,0,1.00,0
Sm_atpA,417,354,0,1.00,0
Sm_atpA,418,355,0,0.92,0
Sm_atpA,419,356,0,0.95,0
Sm_atpA,420,357,0,1.00,0
Sm_atpA,421,358,0,0.89,0
Sm_atpA,422,359,0,1.00,0
Sm_atpA,423,360,0,0.90,0
Sm_atpA,424,361,0,1.00,0
Sm_atpA,425,362,0,0.95,0
Sm_atpA,426,363,0,0.56,0
Sm_atpA,427,364,0,0.73,0
Sm_atpA,428,365,0,0.95,0
Sm_atpA,429,366,0,0.82,0
Sm_atpA,430,367,0,0.58,0
Sm_atpA,431,368,0,0.80,0
Sm_atpA,432,369,0,1.00,0
Sm_atpA,433,370,0,0.90,0
Sm_atpA,434,371,1,0.87,2.70
Sm_atpA,435,372,0,1.00,0
Sm_atpA,436,373,0,0.46,0
Sm_atpA,437,374,0,1.00,0
Sm_atpA,438,375,0,0.95,0
Sm_atpA,439,376,0,1.00,0
Sm_atpA,440,377,0,1.00,0
Sm_atpA,441,378,1,0.57,-0.77
Sm_atpA,442,379,0,1.00,0
Sm_atpA,443,380,0,1.00,0
Sm_atpA,444,381,0,1.00,0
Sm_atpA,445,382,0,0.51,0
Sm_atpA,446,383,1,0.85,-0.10
Sm_atpA,447,384,1,0.58,0.37
Sm_atpA,448,385,0,0.73,0
Sm_atpA,449,386,0,1.00,0
Sm_atpA,450,387,0,0.69,0
Sm_atpA,451,388,0,0.65,0
Sm_atpA,452,389,0,0.92,0
Sm_atpA,453,390,1,0.70,-0.97
Sm_atpA,454,391,1,0.78,-2.03
Sm_atpA,455,392,0,1.00,0
Sm_atpA,456,393,0,0.65,0
Sm_atpA,457,394,0,0.90,0
Sm_atpA,458,395,0,0.48,0
Sm_atpA,459,396,0,0.92,0
Sm_atpA,460,397,0,0.90,0
Sm_atpA,461,398,0,0.59,0
Sm_atpA,462,399,0,0.95,0
Sm_atpA,463,400,0,0.70,0
Sm_atpA,464,401,0,0.73,0
Sm_atpA,465,402,1,1.00,0.00
Sm_atpA,466,403,0,0.68,0
Sm_atpA,467,404,0,0.95,0
Sm_atpA,468,405,1,0.95,2.90
Sm_atpA,469,406,0,0.48,0
Sm_atpA,470,407,0,0.66,0
Sm_atpA,471,408,0,0.49,0
Sm_atpA,472,409,1,0.61,0.23
Sm_atpA,473,410,0,0.34,0
Sm_atpA,474,411,0,0.45,0
Sm_atpA,475,412,0,0.80,0
Sm_atpA,476,413,1,0.37,-0.23
Sm_atpA,477,414,0,0.28,0
Sm_atpA,478,415,0,0.80,0
Sm_atpA,479,416,0,0.40,0
Sm_atpA,480,417,0,0.24,0
Sm_atpA,481,418,0,0.31,0
Sm_atpA,482,419,0,0.82,0
Sm_atpA,492,420,0,0.42,0
Sm_atpA,493,421,0,0.70,0
Sm_atpA,494,422,0,0.55,0
Sm_atpA,495,423,0,0.60,0
Sm_atpA,496,424,0,0.38,0
Sm_atpA,497,425,0,0.70,0
Sm_atpA,498,426,1,0.30,0.33
Sm_atpA,499,427,0,0.58,0
Sm_atpA,500,428,0,0.35,0
Sm_atpA,501,429,0,0.65,0
Sm_atpA,502,430,1,0.39,0.43
Sm_atpA,503,431,0,0.61,0
Sm_atpA,504,432,0,0.60,0
Sm_atpA,505,433,1,0.77,-0.47
Sm_atpA,506,434,0,0.53,0
Sm_atpA,507,435,0,0.69,0
Sm_atpA,508,436,0,0.44,0
Sm_atpA,509,437,0,0.41,0
Sm_atpA,510,438,0,0.60,0
Sm_atpA,511,439,0,0.60,0
Sm_atpA,512,440,0,0.85,0
Sm_atpA,513,441,0,0.49,0
Sm_atpA,514,442,1,0.53,-0.57
Sm_atpA,515,443,0,0.87,0
Sm_atpA,516,444,0,0.81,0
Sm_atpA,517,445,0,0.41,0
Sm_atpA,518,446,0,0.59,0
Sm_atpA,519,447,0,0.78,0
Sm_atpA,520,448,0,0.36,0
Sm_atpB,15,1,0,0.18,0
Sm_atpB,16,2,0,0.46,0
Sm_atpB,17,3,0,0.34,0
Sm_atpB,18,4,0,0.30,0
Sm_atpB,19,5,0,0.43,0
Sm_atpB,20,6,0,0.30,0
Sm_atpB,21,7,0,0.92,0
Sm_atpB,22,8,0,0.39,0
Sm_atpB,23,9,0,0.70,0
Sm_atpB,24,10,0,0.45,0
Sm_atpB,25,11,0,0.92,0
Sm_atpB,26,12,0,0.77,0
Sm_atpB,43,13,0,0.92,0
Sm_atpB,44,14,0,0.92,0
Sm_atpB,45,15,0,0.97,0
Sm_atpB,46,16,1,0.92,0.97
Sm_atpB,57,17,0,0.68,0
Sm_atpB,58,18,0,0.92,0
Sm_atpB,59,19,0,0.63,0
Sm_atpB,60,20,0,0.50,0
Sm_atpB,80,40,0,0.86,0
Sm_atpB,83,41,0,0.65,0
Sm_atpB,84,42,0,0.48,0
Sm_atpB,85,43,0,0.78,0
Sm_atpB,87,44,0,0.40,0
Sm_atpB,88,45,0,0.70,0
Sm_atpB,89,46,0,0.92,0
Sm_atpB,90,47,0,0.56,0
Sm_atpB,91,48,0,0.64,0
Sm_atpB,92,49,0,0.67,0
Sm_atpB,93,50,0,0.70,0
Sm_atpB,94,51,0,0.79,0
Sm_atpB,95,52,0,0.67,0
Sm_atpB,96,53,0,0.33,0
Sm_atpB,97,54,0,0.75,0
Sm_atpB,98,55,0,0.25,0
Sm_atpB,99,56,0,0.27,0
Sm_atpB,100,57,0,0.26,0
Sm_atpB,101,58,0,0.34,0
Sm_atpB,172,129,1,0.31,-0.40
Sm_atpB,173,130,0,0.19,0
Sm_atpB,174,131,1,0.56,3.77
Sm_atpB,175,132,1,0.63,-1.37
Sm_atpB,176,133,0,0.78,0
Sm_atpB,177,134,0,0.97,0
Sm_atpB,178,135,0,0.97,0
Sm_atpB,179,136,0,0.97,0
Sm_atpB,180,137,0,0.92,0
Sm_atpB,181,138,0,0.87,0
Sm_atpB,182,139,0,0.87,0
Sm_atpB,183,140,0,0.92,0
Sm_atpB,184,141,1,0.66,0.53
Sm_atpB,185,142,0,0.82,0
Sm_atpB,186,143,0,0.54,0
Sm_atpB,187,144,0,0.92,0
Sm_atpB,188,145,0,0.97,0
Sm_atpB,189,146,1,0.87,1.13
Sm_atpB,190,147,1,0.82,0.63
Sm_atpB,191,148,0,0.73,0
Sm_atpB,192,149,1,0.95,2.07
Sm_atpB,193,150,0,0.55,0
Sm_atpB,194,151,0,0.61,0
Sm_atpB,195,152,0,0.95,0
Sm_atpB,196,153,0,0.77,0
Sm_atpB,197,154,0,1.00,0
Sm_atpB,198,155,0,0.87,0
Sm_atpB,199,156,0,0.54,0
Sm_atpB,200,157,0,0.95,0
Sm_atpB,201,158,0,0.90,0
Sm_atpB,202,159,0,0.39,0
Sm_atpB,203,160,0,0.46,0
Sm_atpB,204,161,0,0.72,0
Sm_atpB,205,162,1,0.44,-0.60
Sm_atpB,206,163,0,0.82,0
Sm_atpB,208,165,0,0.74,0
Sm_atpB,209,166,0,0.68,0
Sm_atpB,210,167,0,0.52,0
Sm_atpB,211,168,0,0.82,0
Sm_atpB,212,169,0,0.85,0
Sm_atpB,213,170,0,0.60,0
Sm_atpB,214,171,0,0.95,0
Sm_atpB,215,172,0,1.00,0
Sm_atpB,216,173,0,1.00,0
Sm_atpB,217,174,0,1.00,0
Sm_atpB,218,175,0,0.35,0
Sm_atpB,219,176,0,0.31,0
Sm_atpB,220,177,0,0.90,0
Sm_atpB,221,178,0,0.95,0
Sm_atpB,222,179,0,1.00,0
Sm_atpB,223,180,0,1.00,0
Sm_atpB,224,181,0,1.00,0
Sm_atpB,225,182,0,0.90,0
Sm_atpB,226,183,0,1.00,0
Sm_atpB,227,184,0,0.87,0
Sm_atpB,228,185,0,0.82,0
Sm_atpB,229,186,0,1.00,0
Sm_atpB,230,187,0,0.63,0
Sm_atpB,231,188,1,0.87,0.97
Sm_atpB,232,189,0,0.80,0
Sm_atpB,233,190,0,1.00,0
Sm_atpB,234,191,0,0.65,0
Sm_atpB,235,192,0,0.68,0
Sm_atpB,236,193,0,0.85,0
Sm_atpB,237,194,0,0.40,0
Sm_atpB,238,195,0,0.61,0
Sm_atpB,250,196,0,0.33,0
Sm_atpB,251,197,0,0.35,0
Sm_atpB,252,198,0,0.36,0
Sm_atpB,253,199,0,0.36,0
Sm_atpB,255,200,0,0.56,0
Sm_atpB,256,201,0,0.73,0
Sm_atpB,341,286,0,0.95,0
Sm_atpB,342,287,0,1.00,0
Sm_atpB,343,288,0,1.00,0
Sm_atpB,344,289,0,0.84,0
Sm_atpB,345,290,0,0.33,0
Sm_atpB,346,291,0,0.79,0
Sm_atpB,347,292,0,0.95,0
Sm_atpB,348,293,0,0.56,0
Sm_atpB,349,294,0,0.90,0
Sm_atpB,350,295,0,0.58,0
Sm_atpB,351,296,0,0.60,0
Sm_atpB,352,297,0,0.95,0
Sm_atpB,353,298,0,0.76,0
Sm_atpB,354,299,0,0.90,0
Sm_atpB,355,300,0,0.61,0
Sm_atpB,356,301,0,0.78,0
Sm_atpB,357,302,0,0.82,0
Sm_atpB,358,303,0,0.77,0
Sm_atpB,359,304,0,0.95,0
Sm_atpB,360,305,0,1.00,0
Sm_atpB,361,306,0,1.00,0
Sm_atpB,362,307,0,1.00,0
Sm_atpB,363,308,0,1.00,0
Sm_atpB,364,309,0,1.00,0
Sm_atpB,365,310,0,1.00,0
Sm_atpB,366,311,0,0.90,0
Sm_atpB,367,312,0,1.00,0
Sm_atpB,368,313,0,0.95,0
Sm_atpB,369,314,0,1.00,0
Sm_atpB,370,315,0,0.92,0
Sm_atpB,371,316,0,1.00,0
Sm_atpB,372,317,0,1.00,0
Sm_atpB,373,318,0,0.89,0
Sm_atpB,374,319,0,0.87,0
Sm_atpB,375,320,0,1.00,0
Sm_atpB,376,321,0,1.00,0
Sm_atpB,377,322,0,1.00,0
Sm_atpB,378,323,0,0.92,0
Sm_atpB,379,324,1,1.00,7.00
Sm_atpB,380,325,0,1.00,0
Sm_atpB,381,326,0,1.00,0
Sm_atpB,382,327,0,1.00,0
Sm_atpB,383,328,0,1.00,0
Sm_atpB,384,329,0,1.00,0
Sm_atpB,385,330,0,1.00,0
Sm_atpB,386,331,0,1.00,0
Sm_atpB,387,332,0,1.00,0
Sm_atpB,388,333,0,1.00,0
Sm_atpB,389,334,0,1.00,0
Sm_atpB,390,335,0,1.00,0
Sm_atpB,391,336,0,1.00,0
Sm_atpB,392,337,0,1.00,0
Sm_atpB,393,338,0,1.00,0
Sm_atpB,394,339,0,1.00,0
Sm_atpB,395,340,0,1.00,0
Sm_atpB,396,341,0,1.00,0
Sm_atpB,397,342,0,0.95,0
Sm_atpB,398,343,0,1.00,0
Sm_atpB,399,344,0,0.90,0
Sm_atpB,400,345,0,1.00,0
Sm_atpB,401,346,0,0.84,0
Sm_atpB,402,347,0,0.87,0
Sm_atpB,403,348,0,0.95,0
Sm_atpB,404,349,0,0.95,0
Sm_atpB,405,350,0,1.00,0
Sm_atpB,406,351,0,0.92,0
Sm_atpB,407,352,0,1.00,0
Sm_atpB,408,353,0,0.95,0
Sm_atpB,409,354,0,1.00,0
Sm_atpB,410,355,0,0.80,0
Sm_atpB,411,356,0,1.00,0
Sm_atpB,412,357,0,0.95,0
Sm_atpB,413,358,0,0.95,0
Sm_atpB,414,359,0,1.00,0
Sm_atpB,415,360,0,1.00,0
Sm_atpB,416,361,0,0.95,0
Sm_atpB,417,362,0,1.00,0
Sm_atpB,418,363,0,1.00,0
Sm_atpB,419,364,0,0.95,0
Sm_atpB,420,365,0,0.95,0
Sm_atpB,421,366,0,1.00,0
Sm_atpB,422,367,0,1.00,0
Sm_atpB,423,368,0,1.00,0
Sm_atpB,424,369,1,0.39,0.23
Sm_atpB,425,370,0,1.00,0
Sm_atpB,426,371,0,1.00,0
Sm_atpB,427,372,0,0.78,0
Sm_atpB,428,373,0,0.95,0
Sm_atpB,429,374,0,0.95,0
Sm_atpB,430,375,1,0.78,3.07
Sm_atpB,431,376,0,0.95,0
Sm_atpB,432,377,0,1.00,0
Sm_atpB,437,378,0,0.68,0
Sm_atpB,438,379,0,0.63,0
Sm_atpB,439,380,0,0.39,0
Sm_atpB,440,381,0,0.70,0
Sm_atpB,441,382,1,0.77,-5.00
Sm_atpB,445,383,1,0.32,0.57
Sm_atpB,465,403,0,0.65,0
Sm_atpB,466,404,0,1.00,0
Sm_atpB,467,405,0,0.95,0
Sm_atpB,468,406,0,1.00,0
Sm_atpB,469,407,0,1.00,0
Sm_atpB,470,408,0,1.00,0
Sm_atpB,471,409,0,0.92,0
Sm_atpB,472,410,0,0.95,0
Sm_atpB,473,411,0,1.00,0
Sm_atpB,474,412,0,1.00,0
Sm_atpB,475,413,0,1.00,0
Sm_atpB,476,414,0,1.00,0
Sm_atpB,477,415,0,0.95,0
Sm_atpB,478,416,0,0.95,0
Sm_atpB,479,417,0,1.00,0
Sm_atpB,480,418,0,1.00,0
Sm_atpB,481,419,0,1.00,0
Sm_atpB,482,420,0,1.00,0
Sm_atpB,483,421,0,0.95,0
Sm_atpB,484,422,0,1.00,0
Sm_atpB,485,423,0,0.95,0
Sm_atpB,486,424,0,0.85,0
Sm_atpB,487,425,0,0.95,0
Sm_atpB,488,426,0,0.87,0
Sm_atpB,489,427,0,1.00,0
Sm_atpB,490,428,0,1.00,0
Sm_atpB,491,429,0,1.00,0
Sm_atpB,492,430,0,0.95,0
Sm_atpB,493,431,0,0.95,0
Sm_atpB,494,432,0,1.00,0
Sm_atpB,495,433,0,0.87,0
Sm_atpB,496,434,0,1.00,0
Sm_atpB,497,435,0,1.00,0
Sm_atpB,498,436,0,1.00,0
Sm_atpB,499,437,0,0.71,0
Sm_atpB,500,438,0,0.90,0
Sm_atpB,501,439,1,0.76,2.13
Sm_atpB,502,440,0,1.00,0
Sm_atpB,503,441,0,0.95,0
Sm_atpB,504,442,0,0.95,0
Sm_atpB,505,443,0,1.00,0
Sm_atpB,506,444,0,0.87,0
