alignment position,genomic position,edited or not,positional entropy,average score difference
222,199,0,1.00,0
223,200,0,0.95,0
224,201,0,0.95,0
225,202,0,1.00,0
226,203,1,0.73,-0.03
227,204,1,0.73,3.38
228,205,0,0.95,0
229,206,0,1.00,0
230,207,1,0.85,4.00
231,208,0,1.00,0
232,209,1,0.82,1.03
233,210,0,0.92,0
234,211,0,1.00,0
235,212,0,0.95,0
236,213,0,0.77,0
237,214,0,1.00,0
238,215,0,0.82,0
239,216,0,0.62,0
240,217,1,0.87,0.00
241,218,0,0.67,0
242,219,0,0.90,0
243,220,0,0.89,0
257,221,0,0.65,0
258,222,0,0.84,0
259,223,0,0.95,0
260,224,0,1.00,0
261,225,0,1.00,0
262,226,0,1.00,0
263,227,0,1.00,0
264,228,1,0.43,3.72
265,229,0,0.78,0
266,230,1,1.00,0.00
267,231,0,0.74,0
268,232,0,0.43,0
269,233,0,1.00,0
270,234,0,1.00,0
271,235,0,1.00,0
272,236,0,0.72,0
273,237,0,0.73,0
274,238,0,0.77,0
275,239,0,1.00,0
276,240,0,0.53,0
277,241,0,0.77,0
278,242,0,1.00,0
279,243,0,0.87,0
280,244,0,0.92,0
281,245,0,0.95,0
282,246,0,1.00,0
289,247,0,0.87,0
290,248,0,1.00,0
291,249,0,0.76,0
292,250,0,1.00,0
293,251,1,1.00,8.00
294,252,0,0.82,0
295,253,1,1.00,1.00
296,254,0,1.00,0
297,255,0,1.00,0
298,256,0,0.79,0
299,257,0,1.00,0
300,258,1,0.52,-0.28
301,259,0,1.00,0
302,260,0,1.00,0
303,261,0,1.00,0
304,262,0,1.00,0
305,263,1,0.95,1.03
306,264,1,1.00,4.00
307,265,1,0.78,2.69
308,266,0,0.92,0
309,267,0,0.87,0
310,268,0,0.95,0
311,269,0,1.00,0
312,270,0,0.79,0
313,271,0,0.60,0
314,272,0,1.00,0
315,273,0,1.00,0
328,274,0,0.76,0
329,275,0,0.90,0
330,276,0,0.75,0
331,277,0,0.95,0
332,278,0,1.00,0
333,279,0,0.95,0
334,280,1,0.85,1.21
335,281,0,1.00,0
336,282,1,0.95,-3.93
337,283,0,1.00,0
338,284,0,1.00,0
339,285,0,0.83,0
340,286,0,1.00,0
350,287,0,0.90,0
351,288,0,0.95,0
352,289,1,0.95,-4.83
353,290,0,0.95,0
356,293,0,1.00,0
357,294,0,1.00,0
358,295,0,1.00,0
359,296,0,0.95,0
360,297,0,0.95,0
361,298,0,1.00,0
362,299,0,0.89,0
363,300,1,0.89,-4.79
364,301,0,1.00,0
365,302,0,1.00,0
366,303,0,1.00,0
367,304,0,0.87,0
368,305,0,0.57,0
369,306,0,1.00,0
370,307,0,1.00,0
371,308,0,0.90,0
372,309,0,0.89,0
373,310,0,1.00,0
374,311,1,0.95,-0.93
375,312,1,0.95,-4.00
376,313,0,0.95,0
377,314,1,1.00,9.00
378,315,0,1.00,0
379,316,0,1.00,0
380,317,1,1.00,0.00
381,318,1,0.87,0.14
382,319,1,1.00,2.00
383,320,0,1.00,0
384,321,0,0.95,0
385,322,0,1.00,0
386,323,0,1.00,0
387,324,1,0.95,4.97
388,325,1,0.78,-0.34
389,326,0,0.89,0
390,327,1,0.79,-4.00
391,328,0,1.00,0
392,329,0,1.00,0
393,330,0,0.69,0
394,331,0,1.00,0
395,332,1,0.95,0.97
396,333,0,0.95,0
397,334,0,0.89,0
398,335,0,0.87,0
399,336,1,1.00,8.00
400,337,1,1.00,1.00
401,338,0,1.00,0
402,339,0,1.00,0
403,340,0,0.79,0
404,341,0,1.00,0
405,342,0,1.00,0
406,343,0,1.00,0
407,344,0,0.95,0
408,345,0,1.00,0
409,346,0,0.89,0
410,347,1,0.77,-0.10
411,348,0,0.73,0
412,349,0,1.00,0
413,350,0,0.79,0
414,351,0,0.77,0
415,352,0,1.00,0
416,353,0,1.00,0
417,354,0,0.80,0
418,355,0,0.70,0
419,356,0,1.00,0
420,357,0,0.90,0
421,358,1,0.87,1.00
422,359,0,0.95,0
423,360,0,1.00,0
424,361,0,1.00,0
426,362,0,0.58,0
427,363,0,0.92,0
438,364,0,1.00,0
439,365,0,1.00,0
440,366,0,0.79,0
441,367,0,0.70,0
442,368,0,0.95,0
443,369,0,1.00,0
444,370,0,1.00,0
445,371,0,0.95,0
446,372,0,0.80,0
447,373,0,1.00,0
448,374,1,0.95,0.00
449,375,0,0.95,0
450,376,0,1.00,0
451,377,0,1.00,0
452,378,0,1.00,0
453,379,0,1.00,0
454,380,0,0.92,0
455,381,0,0.95,0
456,382,0,1.00,0
457,383,0,1.00,0
458,384,1,1.00,2.00
459,385,0,1.00,0
460,386,0,0.64,0
461,387,0,1.00,0
462,388,0,0.89,0
463,389,0,1.00,0
464,390,1,1.00,6.00
465,391,0,0.89,0
466,392,0,1.00,0
467,393,0,0.89,0
468,394,0,1.00,0
469,395,0,1.00,0
470,396,0,1.00,0
471,397,0,1.00,0
472,398,0,1.00,0
473,399,0,0.87,0
474,400,0,1.00,0
475,401,0,1.00,0
476,402,0,1.00,0
477,403,0,1.00,0
478,404,0,0.62,0
479,405,0,0.82,0
480,406,0,1.00,0
481,407,1,0.95,-2.03
482,408,0,1.00,0
483,409,1,0.95,0.07
484,410,0,1.00,0
485,411,0,0.56,0
486,412,0,0.92,0
487,413,0,1.00,0
488,414,0,0.77,0
489,415,0,1.00,0
490,416,0,0.78,0
491,417,1,1.00,8.00
492,418,0,0.82,0
493,419,0,1.00,0
494,420,0,1.00,0
495,421,0,0.89,0
499,422,0,0.63,0
500,423,1,0.59,1.17
501,424,0,0.92,0
502,425,0,0.59,0
503,426,1,0.72,-1.31
504,427,0,1.00,0
505,428,0,0.87,0
506,429,0,0.74,0
507,430,0,0.49,0
524,431,0,0.95,0
525,432,1,0.76,-5.97
526,433,1,0.64,0.31
527,434,0,0.77,0
528,435,1,0.60,0.14
529,436,0,0.75,0
530,437,0,0.78,0
531,438,1,0.62,3.76
532,439,0,1.00,0
533,440,0,0.78,0
534,441,1,1.00,1.00
535,442,0,0.72,0
536,443,1,0.92,3.72
537,444,0,1.00,0
538,445,0,0.89,0
539,446,0,0.43,0
540,447,0,1.00,0
541,448,0,0.95,0
542,449,0,1.00,0
543,450,0,0.92,0
544,451,0,1.00,0
545,452,0,1.00,0
546,453,1,0.82,3.03
547,454,0,1.00,0
548,455,0,1.00,0
549,456,0,1.00,0
550,457,0,1.00,0
551,458,0,1.00,0
552,459,0,1.00,0
553,460,0,1.00,0
554,461,0,1.00,0
555,462,0,1.00,0
556,463,0,1.00,0
557,464,0,1.00,0
558,465,0,0.95,0
559,466,0,0.84,0
560,467,0,1.00,0
561,468,0,1.00,0
562,469,0,1.00,0
563,470,1,0.87,5.59
564,471,0,1.00,0
565,472,0,1.00,0
566,473,0,0.74,0
567,474,0,1.00,0
568,475,0,0.78,0
569,476,0,0.83,0
570,477,0,1.00,0
571,478,0,0.78,0
572,479,0,1.00,0
573,480,0,0.79,0
574,481,1,1.00,4.00
575,482,0,1.00,0
576,483,0,1.00,0
577,484,0,1.00,0
578,485,0,1.00,0
579,486,0,0.84,0
580,487,0,0.95,0
581,488,0,1.00,0
582,489,0,1.00,0
583,490,0,1.00,0
584,491,1,1.00,0.00
585,492,0,1.00,0
586,493,0,1.00,0
587,494,0,1.00,0
588,495,0,1.00,0
589,496,0,1.00,0
590,497,0,1.00,0
591,498,0,1.00,0
592,499,0,1.00,0
593,500,0,1.00,0
594,501,0,1.00,0
595,502,0,1.00,0
596,503,0,1.00,0
597,504,0,1.00,0
598,505,0,0.85,0
599,506,0,1.00,0
600,507,0,0.72,0
601,508,0,1.00,0
602,509,0,1.00,0
603,510,0,0.89,0
604,511,0,0.89,0
605,512,0,1.00,0
606,513,1,1.00,6.00
607,514,0,1.00,0
608,515,0,0.95,0
609,516,0,1.00,0
610,517,0,1.00,0
611,518,0,1.00,0
612,519,0,1.00,0
613,520,0,1.00,0
614,521,0,0.77,0
615,522,0,0.78,0
616,523,1,1.00,3.00
617,524,1,0.77,-0.10
618,525,0,0.89,0
619,526,1,0.89,3.79
620,527,0,1.00,0
621,528,0,1.00,0
622,529,0,1.00,0
623,530,0,0.95,0
624,531,0,1.00,0
625,532,0,1.00,0
626,533,0,1.00,0
627,534,0,1.00,0
628,535,0,1.00,0
629,536,0,1.00,0
630,537,0,0.95,0
631,538,0,1.00,0
632,539,0,1.00,0
633,540,0,0.73,0
634,541,0,0.78,0
635,542,0,0.66,0
636,543,1,0.46,2.41
637,544,0,0.41,0
638,545,0,1.00,0
639,546,0,0.37,0
640,547,0,0.78,0
641,548,0,0.80,0
642,549,0,1.00,0
643,550,0,0.95,0
644,551,0,0.95,0
645,552,0,0.95,0
646,553,0,0.95,0
647,554,0,1.00,0
648,555,0,1.00,0
649,556,0,0.90,0
650,557,0,0.77,0
651,558,0,0.92,0
652,559,0,0.78,0
653,560,0,0.75,0
654,561,0,0.95,0
655,562,0,0.95,0
656,563,0,1.00,0
657,564,0,1.00,0
658,565,0,1.00,0
659,566,0,1.00,0
660,567,0,1.00,0
661,568,0,1.00,0
662,569,0,1.00,0
663,570,0,1.00,0
664,571,0,1.00,0
665,572,0,0.78,0
666,573,0,0.95,0
667,574,0,0.92,0
668,575,0,0.92,0
669,576,0,1.00,0
670,577,0,1.00,0
671,578,0,0.92,0
672,579,0,1.00,0
673,580,0,1.00,0
674,581,0,1.00,0
675,582,0,1.00,0
677,584,1,1.00,-5.00
678,585,0,0.85,0
679,586,0,0.79,0
680,587,0,1.00,0
681,588,1,1.00,2.00
682,589,0,1.00,0
683,590,0,1.00,0
684,591,0,0.95,0
685,592,0,0.81,0
686,593,0,1.00,0
687,594,0,1.00,0
688,595,1,0.95,4.03
689,596,0,1.00,0
690,597,0,1.00,0
691,598,0,0.95,0
692,599,1,0.74,-0.31
693,600,0,1.00,0
694,601,0,1.00,0
695,602,0,1.00,0
696,603,0,1.00,0
697,604,0,1.00,0
698,605,0,1.00,0
699,606,0,1.00,0
700,607,0,1.00,0
701,608,0,1.00,0
702,609,0,1.00,0
703,610,0,1.00,0
704,611,0,1.00,0
705,612,0,1.00,0
706,613,0,1.00,0
707,614,0,1.00,0
708,615,0,1.00,0
709,616,0,1.00,0
710,617,0,1.00,0
711,618,0,1.00,0
712,619,0,1.00,0
713,620,0,1.00,0
714,621,1,0.92,-0.86
715,622,0,0.95,0
716,623,0,1.00,0
717,624,0,1.00,0
718,625,0,1.00,0
719,626,0,0.95,0
720,627,0,1.00,0
721,628,0,0.76,0
722,629,0,0.77,0
723,630,0,0.68,0
724,631,1,0.90,0.97
725,632,0,1.00,0
726,633,0,0.65,0
727,634,0,0.92,0
728,635,0,0.95,0
729,636,0,1.00,0
730,637,0,1.00,0
731,638,0,1.00,0
732,639,0,1.00,0
733,640,0,1.00,0
734,641,0,1.00,0
735,642,0,0.92,0
736,643,0,1.00,0
737,644,0,1.00,0
738,645,0,1.00,0
739,646,0,1.00,0
740,647,0,1.00,0
741,648,0,1.00,0
742,649,1,0.73,3.17
743,650,1,0.87,1.41
744,651,0,0.95,0
745,652,0,1.00,0
746,653,1,1.00,3.00
747,654,0,0.95,0
748,655,0,1.00,0
749,656,0,1.00,0
750,657,0,1.00,0
751,658,0,0.82,0
752,659,0,1.00,0
753,660,0,1.00,0
754,661,0,1.00,0
755,662,0,0.78,0
756,663,0,1.00,0
757,664,0,1.00,0
758,665,0,0.84,0
759,666,0,1.00,0
760,667,0,1.00,0
761,668,0,0.79,0
762,669,0,0.92,0
763,670,0,0.82,0
764,671,0,0.82,0
765,672,0,0.76,0
