,alignment position,genomic position,edited or not,positional entropy,average score difference
Km_atpA,342,58,0,1.00,0
Km_atpA,343,59,0,1.00,0
Km_atpA,344,60,0,0.95,0
Km_atpA,345,61,0,0.82,0
Km_atpA,346,62,0,0.84,0
Km_atpA,347,63,0,1.00,0
Km_atpA,348,64,0,1.00,0
Km_atpA,349,65,0,1.00,0
Km_atpA,350,66,1,1.00,5.00
Km_atpA,351,67,0,0.95,0
Km_atpA,352,68,0,1.00,0
Km_atpA,353,69,0,1.00,0
Km_atpA,354,70,1,1.00,-6.00
Km_atpA,355,71,0,1.00,0
Km_atpA,356,72,0,0.95,0
Km_atpA,357,73,0,1.00,0
Km_atpA,358,74,0,1.00,0
Km_atpA,359,75,0,1.00,0
Km_atpA,360,76,0,1.00,0
Km_atpA,361,77,1,1.00,-8.00
Km_atpA,362,78,0,1.00,0
Km_atpA,363,79,0,1.00,0
Km_atpA,364,80,0,0.90,0
Km_atpA,365,81,0,1.00,0
Km_atpA,366,82,0,1.00,0
Km_atpA,367,83,0,0.95,0
Km_atpA,368,84,0,0.52,0
Km_atpA,369,85,0,0.95,0
Km_atpA,370,86,0,1.00,0
Km_atpA,371,87,0,1.00,0
Km_atpA,372,88,0,1.00,0
Km_atpA,373,89,1,0.74,-0.63
Km_atpA,374,90,0,1.00,0
Km_atpA,375,91,1,0.80,0.93
Km_atpA,376,92,1,0.95,-2.80
Km_atpA,377,93,0,1.00,0
Km_atpA,378,94,0,1.00,0
Km_atpA,379,95,0,1.00,0
Km_atpA,380,96,0,0.92,0
Km_atpA,381,97,0,0.95,0
Km_atpA,382,98,0,1.00,0
Km_atpA,383,99,0,0.95,0
Km_atpA,384,100,0,1.00,0
Km_atpA,385,101,0,1.00,0
Km_atpA,386,102,0,0.95,0
Km_atpA,387,103,0,1.00,0
Km_atpA,388,104,0,1.00,0
Km_atpA,389,105,0,1.00,0
Km_atpA,390,106,0,1.00,0
Km_atpA,391,107,0,0.95,0
Km_atpA,392,108,0,1.00,0
Km_atpA,393,109,0,1.00,0
Km_atpA,394,110,0,0.71,0
Km_atpA,395,111,1,0.90,2.83
Km_atpA,396,112,1,0.90,3.87
Km_atpA,397,113,0,0.95,0
Km_atpA,398,114,0,1.00,0
Km_atpA,399,115,0,0.82,0
Km_atpA,400,116,0,1.00,0
Km_atpA,401,117,0,1.00,0
Km_atpA,402,118,0,1.00,0
Km_atpA,403,119,0,0.79,0
Km_atpA,404,120,0,0.95,0
Km_atpA,405,121,0,1.00,0
Km_atpA,406,122,0,1.00,0
Km_atpA,407,123,1,0.95,2.13
Km_atpA,408,124,0,1.00,0
Km_atpA,409,125,0,1.00,0
Km_atpA,410,126,0,1.00,0
Km_atpA,411,127,0,1.00,0
Km_atpA,412,128,0,0.79,0
Km_atpA,413,129,0,1.00,0
Km_atpA,414,130,0,1.00,0
Km_atpA,415,131,0,0.82,0
Km_atpA,416,132,0,1.00,0
Km_atpA,417,133,0,1.00,0
Km_atpA,418,134,1,0.92,3.07
Km_atpA,419,135,0,0.95,0
Km_atpA,420,136,0,1.00,0
Km_atpA,421,137,0,0.89,0
Km_atpA,422,138,0,1.00,0
Km_atpA,423,139,0,0.90,0
Km_atpA,424,140,0,1.00,0
Km_atpA,425,141,0,0.95,0
Km_atpA,426,142,0,0.56,0
Km_atpA,427,143,1,0.73,-0.63
Km_atpA,428,144,0,0.95,0
Km_atpA,429,145,0,0.82,0
Km_atpA,430,146,0,0.58,0
Km_atpA,431,147,0,0.80,0
Km_atpA,432,148,0,1.00,0
Km_atpA,433,149,1,0.90,1.03
Km_atpA,434,150,0,0.87,0
Km_atpA,435,151,0,1.00,0
Km_atpA,436,152,1,0.46,-0.20
Km_atpA,437,153,1,1.00,0.00
Km_atpA,438,154,0,0.95,0
Km_atpA,439,155,0,1.00,0
Km_atpA,440,156,0,1.00,0
Km_atpA,441,157,1,0.57,3.13
Km_atpA,442,158,0,1.00,0
Km_atpA,443,159,0,1.00,0
Km_atpA,444,160,0,1.00,0
Km_atpA,445,161,0,0.51,0
Km_atpA,446,162,1,0.85,-0.10
Km_atpA,447,163,0,0.58,0
Km_atpA,448,164,0,0.73,0
Km_atpA,449,165,1,1.00,2.00
Km_atpA,450,166,0,0.69,0
Km_atpA,451,167,0,0.65,0
Km_atpA,452,168,0,0.92,0
Km_atpA,453,169,1,0.70,0.47
Km_atpA,454,170,0,0.78,0
Km_atpA,455,171,0,1.00,0
Km_atpA,456,172,1,0.65,-1.93
Km_atpA,457,173,0,0.90,0
Km_atpA,458,174,1,0.48,-0.97
Km_atpA,459,175,0,0.92,0
Km_atpA,460,176,0,0.90,0
Km_atpA,461,177,0,0.59,0
Km_atpA,462,178,1,0.95,2.10
Km_atpA,463,179,0,0.70,0
Km_atpA,464,180,0,0.73,0
Km_atpA,465,181,0,1.00,0
Km_atpA,466,182,1,0.68,-1.00
Km_atpA,467,183,0,0.95,0
Km_atpA,468,184,0,0.95,0
Km_atpA,469,185,0,0.48,0
Km_atpA,470,186,1,0.66,-0.67
Km_atpA,471,187,0,0.49,0
Km_atpA,472,188,0,0.61,0
Km_atpA,473,189,0,0.34,0
Km_atpA,474,190,1,0.45,0.90
Km_atpA,475,191,0,0.80,0
Km_atpA,476,192,1,0.37,1.07
Km_atpA,477,193,1,0.28,0.30
Km_atpA,478,194,0,0.80,0
Km_atpA,479,195,0,0.40,0
Km_atpA,480,196,1,0.24,0.20
Km_atpA,481,197,0,0.31,0
Km_atpA,482,198,0,0.82,0
Km_atpA,483,199,0,0.73,0
Km_atpA,484,200,1,0.36,3.20
Km_atpA,485,201,0,0.46,0
Km_atpA,486,202,1,0.76,1.13
Km_atpA,492,203,0,0.42,0
Km_atpA,493,204,0,0.70,0
Km_atpA,494,205,1,0.55,-2.93
Km_atpA,495,206,0,0.60,0
Km_atpA,496,207,1,0.38,3.20
Km_atpA,497,208,1,0.70,-6.67
Km_atpA,498,209,0,0.30,0
Km_atpA,499,210,1,0.58,0.87
Km_atpA,500,211,1,0.35,-0.37
Km_atpA,501,212,0,0.65,0
Km_atpA,502,213,1,0.39,-0.67
Km_atpA,503,214,0,0.61,0
Km_atpA,504,215,0,0.60,0
Km_atpA,505,216,1,0.77,-3.47
Km_atpA,506,217,1,0.53,1.50
Km_atpA,507,218,0,0.69,0
Km_atpA,508,219,1,0.44,-0.70
Km_atpA,509,220,0,0.41,0
Km_atpA,510,221,1,0.60,1.83
Km_atpA,511,222,0,0.60,0
Km_atpA,512,223,0,0.85,0
Km_atpA,513,224,0,0.49,0
Km_atpA,527,238,0,0.53,0
Km_atpA,528,239,0,0.87,0
Km_atpA,529,240,0,0.81,0
Km_atpA,530,241,1,0.41,2.07
Km_atpA,531,242,0,0.59,0
Km_atpA,532,243,0,0.78,0
Km_atpA,533,244,0,0.36,0
Km_atpA,534,245,0,0.58,0
Km_atpA,535,246,0,0.36,0
Km_atpA,536,247,0,0.65,0
Km_atpA,537,248,0,0.41,0
Km_atpA,538,249,0,0.25,0
Km_atpA,539,250,0,0.62,0
Km_atpA,540,251,0,0.32,0
Km_atpA,541,252,1,0.19,0.10
Km_atpB,336,1,0,1.00,0
Km_atpB,337,2,0,0.87,0
Km_atpB,338,3,0,1.00,0
Km_atpB,339,4,0,1.00,0
Km_atpB,340,5,1,1.00,-3.00
Km_atpB,341,6,1,0.71,-1.87
Km_atpB,342,7,0,0.90,0
Km_atpB,343,8,0,0.76,0
Km_atpB,344,9,0,1.00,0
Km_atpB,345,10,0,0.95,0
Km_atpB,346,11,0,0.95,0
Km_atpB,347,12,0,1.00,0
Km_atpB,348,13,1,0.87,3.27
Km_atpB,349,14,1,1.00,-8.00
Km_atpB,350,15,1,0.84,-0.77
Km_atpB,351,16,0,1.00,0
Km_atpB,352,17,1,1.00,-5.00
Km_atpB,353,18,0,1.00,0
Km_atpB,354,19,0,1.00,0
Km_atpB,355,20,0,1.00,0
Km_atpB,356,21,0,1.00,0
Km_atpB,357,22,0,0.89,0
Km_atpB,358,23,0,1.00,0
Km_atpB,359,24,0,1.00,0
Km_atpB,360,25,0,1.00,0
Km_atpB,361,26,0,0.85,0
Km_atpB,362,27,0,1.00,0
Km_atpB,363,28,0,0.95,0
Km_atpB,364,29,0,1.00,0
Km_atpB,365,30,0,0.95,0
Km_atpB,366,31,0,1.00,0
Km_atpB,367,32,0,1.00,0
Km_atpB,368,33,0,1.00,0
Km_atpB,369,34,0,1.00,0
Km_atpB,370,35,0,0.95,0
Km_atpB,371,36,0,1.00,0
Km_atpB,372,37,0,1.00,0
Km_atpB,373,38,0,1.00,0
Km_atpB,374,39,0,1.00,0
Km_atpB,375,40,0,1.00,0
Km_atpB,376,41,0,1.00,0
Km_atpB,377,42,0,1.00,0
Km_atpB,378,43,0,1.00,0
Km_atpB,379,44,0,1.00,0
Km_atpB,380,45,0,1.00,0
Km_atpB,381,46,1,0.75,2.70
Km_atpB,382,47,1,1.00,3.00
Km_atpB,383,48,0,1.00,0
Km_atpB,384,49,0,1.00,0
Km_atpB,385,50,0,1.00,0
Km_atpB,386,51,0,0.48,0
Km_atpB,387,52,0,1.00,0
Km_atpB,388,53,1,1.00,3.00
Km_atpB,389,54,0,1.00,0
Km_atpB,390,55,0,1.00,0
Km_atpB,391,56,0,1.00,0
Km_atpB,392,57,0,0.95,0
Km_atpB,393,58,0,0.90,0
Km_atpB,394,59,0,1.00,0
Km_atpB,395,60,0,0.49,0
Km_atpB,396,61,0,0.46,0
Km_atpB,397,62,0,1.00,0
Km_atpB,398,63,0,1.00,0
Km_atpB,399,64,0,1.00,0
Km_atpB,400,65,0,1.00,0
Km_atpB,401,66,0,1.00,0
Km_atpB,402,67,0,1.00,0
Km_atpB,403,68,0,1.00,0
Km_atpB,404,69,0,1.00,0
Km_atpB,405,70,0,0.95,0
Km_atpB,406,71,0,1.00,0
Km_atpB,407,72,0,1.00,0
Km_atpB,408,73,0,1.00,0
Km_atpB,409,74,0,1.00,0
Km_atpB,410,75,0,1.00,0
Km_atpB,411,76,0,1.00,0
Km_atpB,412,77,0,0.95,0
Km_atpB,413,78,0,1.00,0
Km_atpB,414,79,0,1.00,0
Km_atpB,415,80,0,1.00,0
Km_atpB,416,81,0,1.00,0
Km_atpB,417,82,0,0.95,0
Km_atpB,418,83,0,0.95,0
Km_atpB,419,84,0,0.95,0
Km_atpB,420,85,0,0.90,0
Km_atpB,421,86,0,1.00,0
Km_atpB,422,87,0,0.84,0
Km_atpB,423,88,0,1.00,0
Km_atpB,424,89,0,1.00,0
Km_atpB,425,90,0,1.00,0
Km_atpB,426,91,0,0.95,0
Km_atpB,427,92,0,0.95,0
Km_atpB,428,93,0,1.00,0
Km_atpB,429,94,0,1.00,0
Km_atpB,430,95,0,1.00,0
Km_atpB,431,96,0,1.00,0
Km_atpB,432,97,0,0.95,0
Km_atpB,433,98,0,0.74,0
Km_atpB,434,99,0,1.00,0
Km_atpB,435,100,0,1.00,0
Km_atpB,436,101,0,0.82,0
Km_atpB,437,102,0,1.00,0
Km_atpB,438,103,0,1.00,0
Km_atpB,439,104,0,1.00,0
Km_atpB,440,105,0,1.00,0
Km_atpB,441,106,0,1.00,0
Km_atpB,442,107,0,1.00,0
Km_atpB,443,108,0,0.95,0
Km_atpB,444,109,0,1.00,0
Km_atpB,445,110,0,1.00,0
Km_atpB,446,111,0,1.00,0
Km_atpB,447,112,0,0.77,0
Km_atpB,448,113,0,1.00,0
Km_atpB,449,114,0,0.90,0
Km_atpB,450,115,0,1.00,0
Km_atpB,451,116,0,0.95,0
Km_atpB,452,117,0,0.90,0
Km_atpB,453,118,0,1.00,0
Km_atpB,454,119,0,0.90,0
Km_atpB,455,120,0,0.78,0
Km_atpB,456,121,0,0.28,0
Km_atpB,457,122,0,0.95,0
Km_atpB,458,123,0,0.92,0
Km_atpB,459,124,0,0.87,0
Km_atpB,460,125,0,0.49,0
Km_atpB,461,126,0,0.49,0
Km_atpB,462,127,0,1.00,0
Km_atpB,463,128,0,1.00,0
Km_atpB,464,129,0,0.33,0
Km_atpB,465,130,1,0.75,-1.00
Km_atpB,466,131,1,1.00,1.00
Km_atpB,467,132,0,0.84,0
Km_atpB,468,133,0,0.33,0
Km_atpB,469,134,0,0.80,0
Km_atpB,470,135,0,0.85,0
Km_atpB,471,136,0,0.52,0
Km_atpB,472,137,0,0.80,0
Km_atpB,473,138,0,1.00,0
Km_atpB,474,139,0,0.95,0
Km_atpB,475,140,0,0.87,0
Km_atpB,476,141,0,1.00,0
Km_atpB,477,142,1,1.00,1.00
Km_atpB,478,143,0,1.00,0
Km_atpB,479,144,0,1.00,0
Km_atpB,480,145,0,1.00,0
Km_atpB,481,146,0,1.00,0
Km_atpB,482,147,0,0.92,0
Km_atpB,483,148,0,1.00,0
Km_atpB,484,149,0,0.95,0
Km_atpB,485,150,0,1.00,0
Km_atpB,486,151,0,1.00,0
Km_atpB,487,152,0,1.00,0
Km_atpB,488,153,0,0.80,0
Km_atpB,489,154,0,1.00,0
Km_atpB,490,155,0,1.00,0
Km_atpB,491,156,0,1.00,0
Km_atpB,492,157,0,1.00,0
Km_atpB,493,158,0,0.95,0
Km_atpB,494,159,0,0.76,0
Km_atpB,495,160,0,1.00,0
Km_atpB,496,161,0,0.92,0
Km_atpB,497,162,0,0.89,0
Km_atpB,498,163,0,0.55,0
Km_atpB,499,164,0,1.00,0
Km_atpB,500,165,0,0.79,0
Km_atpB,501,166,1,1.00,3.00
Km_atpB,502,167,0,0.95,0
Km_atpB,503,168,0,1.00,0
Km_atpB,504,169,0,0.95,0
Km_atpB,505,170,0,0.77,0
Km_atpB,506,171,0,1.00,0
Km_atpB,507,172,0,1.00,0
Km_atpB,508,173,0,1.00,0
Km_atpB,509,174,0,1.00,0
Km_atpB,510,175,0,1.00,0
Km_atpB,511,176,0,1.00,0
Km_atpB,512,177,0,1.00,0
Km_atpB,513,178,0,1.00,0
Km_atpB,514,179,0,0.95,0
Km_atpB,515,180,0,1.00,0
Km_atpB,516,181,0,1.00,0
Km_atpB,517,182,0,1.00,0
Km_atpB,518,183,0,0.83,0
Km_atpB,519,184,0,1.00,0
Km_atpB,520,185,0,0.95,0
Km_atpB,521,186,0,0.95,0
Km_atpB,522,187,0,0.90,0
Km_atpB,523,188,0,1.00,0
Km_atpB,524,189,0,1.00,0
Km_atpB,525,190,0,0.95,0
Km_atpB,526,191,0,1.00,0
Km_atpB,527,192,0,1.00,0
Km_atpB,528,193,1,0.67,-1.60
Km_atpB,529,194,0,0.95,0
Km_atpB,530,195,0,0.60,0
Km_atpB,531,196,0,0.65,0
Km_atpB,532,197,0,0.61,0
Km_atpB,533,198,0,0.95,0
Km_atpB,534,199,1,0.56,-0.77
Km_atpB,535,200,0,1.00,0
Km_atpB,536,201,0,1.00,0
Km_atpB,537,202,0,0.46,0
Km_atpB,538,203,1,0.53,1.63
Km_atpB,539,204,0,0.77,0
Km_atpB,540,205,0,0.95,0
Km_atpB,541,206,0,0.30,0
Km_atpB,542,207,0,1.00,0
Km_atpB,543,208,1,0.74,0.47
Km_atpB,544,209,0,0.68,0
Km_atpB,545,210,1,0.97,-0.97
Km_atpB,546,211,0,0.61,0
Km_atpB,547,212,0,0.79,0
Km_atpB,548,213,0,0.87,0
Km_atpB,549,214,0,0.97,0
Km_atpB,550,215,1,0.87,-2.73
Km_atpB,551,216,0,0.73,0
Km_atpB,552,217,0,0.97,0
Km_atpB,553,218,0,0.97,0
Km_atpB,554,219,0,0.97,0
Km_atpB,555,220,0,0.92,0
Km_atpB,556,221,0,0.97,0
Km_atpB,557,222,0,0.67,0
Km_atpB,558,223,0,0.73,0
Km_atpB,559,224,0,0.41,0
Km_atpB,560,225,0,0.87,0
Km_atpB,561,226,0,0.83,0
Km_atpB,562,227,0,0.67,0
Km_atpB,565,230,1,0.93,-2.80
Km_atpB,566,231,1,0.79,1.33
Km_atpB,567,232,1,0.37,1.63
Km_psaA,12,1,0,0.37,0
Km_psaA,13,2,0,0.55,0
Km_psaA,14,3,0,0.38,0
Km_psaA,15,4,0,0.56,0
Km_psaA,16,5,0,0.60,0
Km_psaA,17,6,0,0.85,0
Km_psaA,18,7,0,0.58,0
Km_psaA,19,8,0,0.70,0
Km_psaA,20,9,1,0.38,2.59
Km_psaA,21,10,0,0.81,0
Km_psaA,22,11,1,0.83,-4.41
Km_psaA,23,12,0,0.69,0
Km_psaA,24,13,0,0.73,0
Km_psaA,25,14,0,0.58,0
Km_psaA,26,15,0,0.81,0
Km_psaA,27,16,1,0.41,1.38
Km_psaA,29,17,0,0.95,0
Km_psaA,30,18,0,0.90,0
Km_psaA,31,19,1,0.95,5.66
Km_psaA,32,20,1,0.79,0.24
Km_psaA,33,21,0,0.87,0
Km_psaA,34,22,0,1.00,0
Km_psaA,35,23,0,0.87,0
Km_psaA,36,24,0,0.69,0
Km_psaA,37,25,0,1.00,0
Km_psaA,38,26,0,1.00,0
Km_psaA,39,27,0,0.95,0
Km_psaA,40,28,0,1.00,0
Km_psaA,41,29,0,0.95,0
Km_psaA,42,30,0,0.95,0
Km_psaA,44,32,0,0.92,0
Km_psaA,45,33,0,0.87,0
Km_psaA,46,34,0,1.00,0
Km_psaA,47,35,0,1.00,0
Km_psaA,49,36,0,1.00,0
Km_psaA,50,37,0,0.72,0
Km_psaA,51,38,0,0.95,0
Km_psaA,52,39,0,1.00,0
Km_psaA,53,40,0,1.00,0
Km_psaA,54,41,0,1.00,0
Km_psaA,55,42,0,0.95,0
Km_psaA,56,43,0,1.00,0
Km_psaA,57,44,0,0.95,0
Km_psaA,58,45,1,1.00,3.00
Km_psaA,59,46,0,1.00,0
Km_psaA,60,47,0,1.00,0
Km_psaA,61,48,0,1.00,0
Km_psaA,62,49,1,0.92,3.45
Km_psaA,63,50,0,1.00,0
Km_psaA,64,51,0,1.00,0
Km_psaA,65,52,0,1.00,0
Km_psaA,66,53,0,1.00,0
Km_psaA,67,54,1,0.74,0.10
Km_psaA,68,55,1,0.69,2.52
Km_psaA,69,56,0,0.90,0
Km_psaA,70,57,1,0.64,4.72
Km_psaA,71,58,0,0.83,0
Km_psaA,72,59,0,1.00,0
Km_psaA,73,60,0,0.95,0
Km_psaA,74,61,1,0.77,-1.10
Km_psaA,75,62,0,0.77,0
Km_psaA,76,63,0,1.00,0
Km_psaA,77,64,0,1.00,0
Km_psaA,78,65,0,1.00,0
Km_psaA,79,66,0,0.85,0
Km_psaA,80,67,0,1.00,0
Km_psaA,81,68,0,0.95,0
Km_psaA,82,69,0,1.00,0
Km_psaA,83,70,0,1.00,0
Km_psaA,84,71,0,1.00,0
Km_psaA,85,72,0,1.00,0
Km_psaA,86,73,0,0.95,0
Km_psaA,87,74,0,1.00,0
Km_psaA,88,75,0,0.70,0
Km_psaA,89,76,0,0.70,0
Km_psaA,90,77,0,0.95,0
Km_psaA,91,78,0,0.95,0
Km_psaA,92,79,0,0.77,0
Km_psaA,93,80,0,1.00,0
Km_psaA,94,81,1,0.71,0.86
Km_psaA,95,82,0,1.00,0
Km_psaA,96,83,0,0.89,0
Km_psaA,97,84,0,0.87,0
Km_psaA,98,85,0,0.73,0
Km_psaA,99,86,0,1.00,0
Km_psaA,100,87,0,1.00,0
Km_psaA,101,88,0,1.00,0
Km_psaA,102,89,0,1.00,0
Km_psaA,103,90,0,0.71,0
Km_psaA,104,91,0,1.00,0
Km_psaA,105,92,0,1.00,0
Km_psaA,106,93,0,1.00,0
Km_psaA,107,94,0,1.00,0
Km_psaA,108,95,1,0.53,1.69
Km_psaA,109,96,1,0.90,5.66
Km_psaA,110,97,0,1.00,0
Km_psaA,111,98,0,0.95,0
Km_psaA,112,99,1,0.60,-0.59
Km_psaA,113,100,1,0.76,-2.10
Km_psaA,114,101,0,1.00,0
Km_psaA,115,102,1,0.75,4.07
Km_psaA,116,103,0,0.33,0
Km_psaA,117,104,0,0.77,0
Km_psaA,118,105,0,0.92,0
Km_psaA,119,106,0,0.85,0
Km_psaA,120,107,0,1.00,0
Km_psaA,121,108,0,0.80,0
Km_psaA,122,109,0,1.00,0
Km_psaA,123,110,0,0.83,0
Km_psaA,124,111,0,1.00,0
Km_psaA,125,112,0,1.00,0
Km_psaA,126,113,1,1.00,8.00
Km_psaA,127,114,0,0.75,0
Km_psaA,128,115,0,0.95,0
Km_psaA,129,116,0,1.00,0
Km_psaA,130,117,0,1.00,0
Km_psaA,131,118,0,0.87,0
Km_psaA,132,119,0,0.89,0
Km_psaA,133,120,0,1.00,0
Km_psaA,134,121,0,1.00,0
Km_psaA,135,122,0,0.79,0
Km_psaA,136,123,0,1.00,0
Km_psaA,137,124,0,0.95,0
Km_psaA,138,125,0,1.00,0
Km_psaA,139,126,0,1.00,0
Km_psaA,140,127,0,0.78,0
Km_psaA,141,128,0,0.90,0
Km_psaA,142,129,1,0.74,3.34
Km_psaA,143,130,0,1.00,0
Km_psaA,144,131,0,0.73,0
Km_psaA,145,132,1,1.00,0.00
Km_psaA,146,133,0,0.71,0
Km_psaA,147,134,0,1.00,0
Km_psaA,148,135,0,1.00,0
Km_psaA,149,136,0,1.00,0
Km_psaA,150,137,0,0.70,0
Km_psaA,151,138,0,1.00,0
Km_psaA,152,139,0,0.92,0
Km_psaA,153,140,0,0.68,0
Km_psaA,154,141,0,1.00,0
Km_psaA,155,142,0,1.00,0
Km_psaA,156,143,0,0.87,0
Km_psaA,157,144,0,0.69,0
Km_psaA,158,145,0,1.00,0
Km_psaA,159,146,0,1.00,0
Km_psaA,160,147,1,0.95,5.76
Km_psaA,161,148,0,0.66,0
Km_psaA,162,149,0,1.00,0
Km_psaA,163,150,1,0.42,1.59
Km_psaA,164,151,0,0.78,0
Km_psaA,165,152,0,1.00,0
Km_psaA,166,153,0,1.00,0
Km_psaA,167,154,0,0.50,0
Km_psaA,168,155,1,0.83,4.83
Km_psaA,169,156,0,0.95,0
Km_psaA,170,157,0,0.69,0
Km_psaA,171,158,0,0.92,0
Km_psaA,172,159,1,0.82,4.31
Km_psaA,173,160,0,0.95,0
Km_psaA,174,161,0,0.38,0
Km_psaA,175,162,0,0.77,0
Km_psaA,176,163,0,0.78,0
Km_psaA,177,164,0,0.63,0
Km_psaA,178,165,0,0.81,0
Km_psaA,179,166,0,0.95,0
Km_psaA,180,167,0,0.61,0
Km_psaA,181,168,0,0.95,0
Km_psaA,182,169,1,0.92,3.86
Km_psaA,183,170,0,1.00,0
Km_psaA,184,171,0,1.00,0
Km_psaA,185,172,0,0.90,0
Km_psaA,186,173,0,1.00,0
Km_psaA,187,174,0,0.95,0
Km_psaA,188,175,0,1.00,0
Km_psaA,189,176,1,0.95,2.90
Km_psaA,190,177,0,0.87,0
Km_psaA,191,178,1,1.00,4.00
Km_psaA,192,179,0,1.00,0
Km_psaA,193,180,0,0.95,0
Km_psaA,194,181,0,1.00,0
Km_psaA,195,182,0,0.87,0
Km_psaA,196,183,0,1.00,0
Km_psaA,197,184,0,1.00,0
Km_psaA,198,185,0,1.00,0
Km_psaA,199,186,0,0.92,0
Km_psaA,200,187,1,0.79,2.38
Km_psaA,201,188,0,1.00,0
Km_psaA,202,189,0,1.00,0
Km_psaA,203,190,0,1.00,0
Km_psaA,204,191,0,0.77,0
Km_psaA,205,192,1,1.00,-2.00
Km_psaA,206,193,0,1.00,0
Km_psaA,207,194,0,1.00,0
Km_psaA,208,195,0,1.00,0
Km_psaA,209,196,1,0.76,1.59
Km_psaA,210,197,0,0.92,0
Km_psaA,211,198,0,1.00,0
Km_psaA,212,199,0,0.95,0
Km_psaA,213,200,0,1.00,0
Km_psaA,214,201,0,1.00,0
Km_psaA,215,202,0,1.00,0
Km_psaA,216,203,0,0.78,0
Km_psaA,217,204,0,1.00,0
Km_psaA,218,205,0,0.76,0
Km_psaA,219,206,0,1.00,0
Km_psaA,220,207,1,0.73,1.90
Km_psaA,221,208,0,1.00,0
Km_psaA,222,209,0,1.00,0
Km_psaA,223,210,0,0.95,0
Km_psaA,224,211,0,0.95,0
Km_psaA,225,212,0,1.00,0
Km_psaA,226,213,0,0.73,0
Km_psaA,227,214,0,0.73,0
Km_psaA,228,215,0,0.95,0
Km_psaA,229,216,0,1.00,0
Km_psbA,308,1,0,1.00,0
Km_psbA,309,2,0,1.00,0
Km_psbA,310,3,0,1.00,0
Km_psbA,311,4,0,0.76,0
Km_psbA,312,5,0,1.00,0
Km_psbA,313,6,0,1.00,0
Km_psbA,314,7,0,1.00,0
Km_psbA,315,8,0,1.00,0
Km_psbA,316,9,0,1.00,0
Km_psbA,317,10,0,1.00,0
Km_psbA,318,11,0,0.82,0
Km_psbA,319,12,0,1.00,0
Km_psbA,320,13,0,1.00,0
Km_psbA,321,14,0,0.85,0
Km_psbA,322,15,0,0.82,0
Km_psbA,323,16,0,1.00,0
Km_psbA,324,17,0,0.83,0
Km_psbA,325,18,0,1.00,0
Km_psbA,326,19,0,0.78,0
Km_psbA,327,20,0,0.92,0
Km_psbA,328,21,0,1.00,0
Km_psbA,329,22,0,1.00,0
Km_psbA,330,23,0,0.58,0
Km_psbA,331,24,0,1.00,0
Km_psbA,332,25,0,0.95,0
Km_psbA,333,26,0,1.00,0
Km_psbA,334,27,0,1.00,0
Km_psbA,335,28,0,0.87,0
Km_psbA,336,29,0,1.00,0
Km_psbA,337,30,0,1.00,0
Km_psbA,338,31,0,0.95,0
Km_psbA,339,32,0,0.92,0
Km_psbA,340,33,0,0.95,0
Km_psbA,341,34,0,0.65,0
Km_psbA,342,35,0,0.89,0
Km_psbA,343,36,0,1.00,0
Km_psbA,344,37,0,1.00,0
Km_psbA,345,38,0,1.00,0
Km_psbA,346,39,0,1.00,0
Km_psbA,347,40,0,1.00,0
Km_psbA,348,41,0,1.00,0
Km_psbA,349,42,0,1.00,0
