alignment position,genomic position,edited or not,positional entropy,average score difference
427,92,0,0.95,0
428,93,0,1.00,0
429,94,0,1.00,0
430,95,0,1.00,0
431,96,0,1.00,0
432,97,0,0.95,0
433,98,0,0.74,0
434,99,0,1.00,0
435,100,0,1.00,0
436,101,0,0.82,0
437,102,0,1.00,0
438,103,0,1.00,0
439,104,0,1.00,0
440,105,0,1.00,0
441,106,0,1.00,0
442,107,0,1.00,0
443,108,0,0.95,0
444,109,0,1.00,0
445,110,0,1.00,0
446,111,0,1.00,0
447,112,0,0.77,0
448,113,0,1.00,0
449,114,0,0.90,0
450,115,0,1.00,0
451,116,0,0.95,0
452,117,0,0.90,0
453,118,0,1.00,0
454,119,0,0.90,0
455,120,0,0.78,0
456,121,0,0.28,0
457,122,0,0.95,0
458,123,0,0.92,0
459,124,0,0.87,0
460,125,0,0.49,0
461,126,0,0.49,0
462,127,0,1.00,0
463,128,0,1.00,0
464,129,0,0.33,0
465,130,1,0.75,-1.00
466,131,1,1.00,1.00
467,132,0,0.84,0
468,133,0,0.33,0
469,134,0,0.80,0
470,135,0,0.85,0
471,136,0,0.52,0
472,137,0,0.80,0
473,138,0,1.00,0
474,139,0,0.95,0
475,140,0,0.87,0
476,141,0,1.00,0
477,142,1,1.00,1.00
478,143,0,1.00,0
479,144,0,1.00,0
480,145,0,1.00,0
481,146,0,1.00,0
482,147,0,0.92,0
483,148,0,1.00,0
484,149,0,0.95,0
485,150,0,1.00,0
486,151,0,1.00,0
487,152,0,1.00,0
488,153,0,0.80,0
489,154,0,1.00,0
490,155,0,1.00,0
491,156,0,1.00,0
492,157,0,1.00,0
493,158,0,0.95,0
494,159,0,0.76,0
495,160,0,1.00,0
496,161,0,0.92,0
497,162,0,0.89,0
498,163,0,0.55,0
499,164,0,1.00,0
500,165,0,0.79,0
501,166,1,1.00,3.00
502,167,0,0.95,0
503,168,0,1.00,0
504,169,0,0.95,0
505,170,0,0.77,0
506,171,0,1.00,0
507,172,0,1.00,0
508,173,0,1.00,0
509,174,0,1.00,0
510,175,0,1.00,0
511,176,0,1.00,0
512,177,0,1.00,0
513,178,0,1.00,0
514,179,0,0.95,0
515,180,0,1.00,0
516,181,0,1.00,0
517,182,0,1.00,0
518,183,0,0.83,0
519,184,0,1.00,0
520,185,0,0.95,0
521,186,0,0.95,0
522,187,0,0.90,0
523,188,0,1.00,0
524,189,0,1.00,0
525,190,0,0.95,0
526,191,0,1.00,0
527,192,0,1.00,0
528,193,1,0.67,-1.60
529,194,0,0.95,0
530,195,0,0.60,0
531,196,0,0.65,0
532,197,0,0.61,0
533,198,0,0.95,0
534,199,1,0.56,-0.77
535,200,0,1.00,0
536,201,0,1.00,0
537,202,0,0.46,0
538,203,1,0.53,1.63
539,204,0,0.77,0
540,205,0,0.95,0
541,206,0,0.30,0
542,207,0,1.00,0
543,208,1,0.74,0.47
544,209,0,0.68,0
545,210,1,0.97,-0.97
546,211,0,0.61,0
547,212,0,0.79,0
548,213,0,0.87,0
549,214,0,0.97,0
550,215,1,0.87,-2.73
551,216,0,0.73,0
552,217,0,0.97,0
553,218,0,0.97,0
554,219,0,0.97,0
555,220,0,0.92,0
556,221,0,0.97,0
557,222,0,0.67,0
558,223,0,0.73,0
559,224,0,0.41,0
560,225,0,0.87,0
561,226,0,0.83,0
562,227,0,0.67,0
565,230,1,0.93,-2.80
566,231,1,0.79,1.33
567,232,1,0.37,1.63
